"","germplasmName","predicted.value","std.error","status"
"1","17-2920",59.5775606337197,0.497704337587177,"Estimable"
"2","17-4326",58.4613487333231,0.487527153473423,"Estimable"
"3","17-5643",55.9158684638483,0.487574851727058,"Estimable"
"4","17-6412",59.7233453978761,0.505586045314575,"Estimable"
"5","17-6863",58.9193505265121,0.472888796884092,"Estimable"
"6","17-7136",58.9441764208988,0.521123678649934,"Estimable"
"7","17-7976",59.1559621794716,0.515616718102033,"Estimable"
"8","17-7978",58.6663524828651,0.487212448674366,"Estimable"
"9","17-8004",59.7667924271942,0.49795032432209,"Estimable"
"10","17-8036",59.11324501909,0.478088205574875,"Estimable"
"11","17-8143",58.6400930307963,0.494215420015023,"Estimable"
"12","17-8152",58.1579543604883,0.494322330361275,"Estimable"
"13","17-8620",59.3111846988305,0.453114703109595,"Estimable"
"14","17-8626",59.1280830791985,0.443812258049247,"Estimable"
"15","17-8628",59.3488763697106,0.442809489821571,"Estimable"
"16","17-8636",58.6012228128904,0.446968849230188,"Estimable"
"17","17-8643",58.1781543784833,0.538123455869039,"Estimable"
"18","17-8738",58.1108273179781,0.515072618188946,"Estimable"
"19","17-8749",57.3546913789003,0.445351307988788,"Estimable"
"20","17-8824",58.9673668495123,0.440090239871841,"Estimable"
"21","17-8831",58.3896846431332,0.441578649943896,"Estimable"
"22","17-8832",56.7585760810521,0.477327577448589,"Estimable"
"23","17-8930",56.485416704072,0.413268817107598,"Estimable"
"24","17-8948",58.1310287881037,0.465969849769293,"Estimable"
"25","17-9161",57.1628614384175,0.505870406572242,"Estimable"
"26","17-9211",56.9396669631725,0.483337883553588,"Estimable"
"27","17-9339",58.5452065861468,0.442871726127259,"Estimable"
"28","17-9663",59.3827804800627,0.494297540442868,"Estimable"
"29","17-9832",57.9072900560146,0.491877991212617,"Estimable"
"30","17-9839",57.8775861206835,0.498341845997505,"Estimable"
"31","17-9968",59.1891141212632,0.481607716161878,"Estimable"
"32","17-10948",58.4900203620153,0.479474957672145,"Estimable"
"33","17-10964",58.1058421347172,0.496502659559693,"Estimable"
"34","17-12172",59.7065348841746,0.509737968463541,"Estimable"
"35","17-12564",58.2613221994637,0.48306733053745,"Estimable"
"36","17-12623",59.7716186517421,0.474734849603745,"Estimable"
"37","17-12954",58.6732739002097,0.494396089933048,"Estimable"
"38","17-13024",58.9035708804357,0.497819391519515,"Estimable"
"39","17-13938",58.6730080367314,0.510992698674628,"Estimable"
"40","17-15352",58.1539966979895,0.485178966686735,"Estimable"
"41","17-15667",59.7535648216519,0.49312204323118,"Estimable"
"42","17-17526",58.7134381362265,0.484516711794184,"Estimable"
"43","17-17739",60.4631821271515,0.440883824009379,"Estimable"
"44","17-18159",57.683042899667,0.488667077504898,"Estimable"
"45","17-18176",57.2049001651143,0.488309049762533,"Estimable"
"46","17-18320",56.6486469964927,0.474286639961116,"Estimable"
"47","17-18529",59.2876874996781,0.489794521984208,"Estimable"
"48","17-18534",58.444413136075,0.441241012866613,"Estimable"
"49","17-19355",59.2688559419893,0.441169978119082,"Estimable"
"50","17-19939",61.1089463812477,0.585153469230888,"Estimable"
"51","17-20035",60.260080867867,0.50002468996153,"Estimable"
"52","17-20346",57.1911314191204,0.48200086840624,"Estimable"
"53","17-20426",58.0860830405181,0.479262748847744,"Estimable"
"54","17-20472",58.5023193079192,0.514824793119913,"Estimable"
"55","17-21447",56.9826731891942,0.499395828077146,"Estimable"
"56","17-21812",59.6655218126881,0.49949268264141,"Estimable"
"57","17-22168",59.0154123548359,0.483978864343621,"Estimable"
"58","17-23868",59.0772655535006,0.486452500073247,"Estimable"
"59","17-23874",57.8465445167041,0.442759345434543,"Estimable"
"60","17-23902",58.9223738214655,0.44911915041812,"Estimable"
"61","17-23904",58.6087582824717,0.444365746850856,"Estimable"
"62","17-23912",58.2631418088054,0.479297109659794,"Estimable"
"63","17-24508",58.6726818340842,0.439999371088546,"Estimable"
"64","17-24663",57.5647350631619,0.443782925576771,"Estimable"
"65","17-24977",57.7766890280136,0.537652775174224,"Estimable"
"66","17-25205",59.0523396648953,0.439841977973262,"Estimable"
"67","17-25738",59.8064372824573,0.510361351899607,"Estimable"
"68","17-25927",60.4015487052518,0.445460340067264,"Estimable"
"69","17-25930",59.200705312761,0.506327815533118,"Estimable"
"70","17-26647",58.9308183360451,0.496376530764168,"Estimable"
"71","17-26648",59.0659171041998,0.488571175403713,"Estimable"
"72","17-27510",59.3708013745265,0.493425116265308,"Estimable"
"73","17-27559",59.1852374296965,0.444061238722151,"Estimable"
"74","17-27649",56.3502258723927,0.444158622712992,"Estimable"
"75","17-27660",58.1493014328255,0.497685484442965,"Estimable"
"76","17-27914",59.7344687552016,0.494445973027671,"Estimable"
"77","17-28445",57.9788534887245,0.483076398284014,"Estimable"
"78","17-29513",57.2506640887793,0.446069033111671,"Estimable"
"79","17-29544",58.0757381326307,0.443573489437774,"Estimable"
"80","17-30178",57.8232339332657,0.504582455654541,"Estimable"
"81","17-30209",59.263070202015,0.499583854376074,"Estimable"
"82","17-30219",58.6701651380232,0.484738683910315,"Estimable"
"83","17-30322",58.8000017248056,0.539225435471398,"Estimable"
"84","17-30333",57.9607050282855,0.500510231646359,"Estimable"
"85","17-30335",59.2743714287949,0.508595178446939,"Estimable"
"86","17-31124",59.8272278094711,0.441615152252617,"Estimable"
"87","17-31229",58.7863732809989,0.448847290037295,"Estimable"
"88","17-31374",59.1409242756511,0.549591971217673,"Estimable"
"89","17-31541",58.8331563625122,0.440598458687436,"Estimable"
"90","17-31555",59.2948379437253,0.439546552119236,"Estimable"
"91","17-31616",58.3332632790577,0.495057705451283,"Estimable"
"92","07-19334",59.1482346967142,0.406096007335799,"Estimable"
"93","Kaskaskia",59.2836154586231,0.405031590638462,"Estimable"
"94","16-8048",58.9848262431258,0.407019187504009,"Estimable"
"95","16-10427",58.2137765316671,0.486908178311476,"Estimable"
"96","16-11226",59.0555967993377,0.523332728367577,"Estimable"
"97","16-36048",57.186694395255,0.455225832552821,"Estimable"
"98","16-36176",60.1515052478529,0.485725125150559,"Estimable"
"99","16-36206",59.2687539214786,0.480832935164558,"Estimable"
"100","US16-IL-065-030",60.2381355575023,0.436849436234523,"Estimable"
"101","US16-IL-065-109",60.2140539148091,0.470764692854286,"Estimable"
"102","US16-IL-065-111",58.6361442484841,0.434146355594364,"Estimable"
"103","US16-IL-065-125",60.0979904757895,0.483126036851073,"Estimable"
"104","OH13-88-61",58.1521743063053,0.473594621628139,"Estimable"
"105","OH15-191-52",57.8660819311297,0.477101430722451,"Estimable"
"106","Pio25R74",57.3902611483684,0.452585774403986,"Estimable"
"107","16-8737",59.2042660604956,0.483822183732871,"Estimable"
"108","16-18648",58.7994785241324,0.502936296915608,"Estimable"
"109","16-21764",60.0826097007356,0.470161535488971,"Estimable"
"110","16-30848",59.991387593767,0.493184051817411,"Estimable"
"111","17-8057",58.8018114561189,0.441659966272923,"Estimable"
"112","17-9320",60.8051759643586,0.440059795824758,"Estimable"
"113","US16-IL-061-029",58.895270434042,0.43344461936529,"Estimable"
