germplasmName,observationUnitName,notes
IL2022-8553,SI_Urb_23-359,"hd:E, obs:Good"
IL2022F4S-17301,SI_Urb_23-36,"hd:N, seg, obs:Poor"
IL2022-13428,SI_Urb_23-360,"hd:E, obs:Good"
IL2022-16201,SI_Urb_23-361,"hd:E, obs:Normal"
IL2022-11443,SI_Urb_23-362,"hd:E, obs:Normal"
IL2022-24151,SI_Urb_23-363,"hd:E, obs:Fair"
IL2022-3465,SI_Urb_23-364,obs:Normal
IL2022-5517,SI_Urb_23-365,"hd:E, obs:Good"
IL2022-6136,SI_Urb_23-366,"hd:E, seg, obs:Normal"
IL2022-11602,SI_Urb_23-367,obs:Poor
IL2022-10310,SI_Urb_23-368,obs:Good
IL2022-11251,SI_Urb_23-369,obs:Fair
IL2022F4S-9803,SI_Urb_23-37,"hd:N, obs:Normal"
IL2022-15320,SI_Urb_23-370,"hd:E, obs:Normal"
IL2022-9352,SI_Urb_23-371,obs:Normal
IL2022-22527,SI_Urb_23-372,obs:Good
IL2022-9058,SI_Urb_23-373,"hd:E, awns, obs:Good"
IL2022-9547,SI_Urb_23-374,obs:Good
IL2022-2068,SI_Urb_23-375,"hd:E, obs:Good"
IL2022-5408,SI_Urb_23-376,obs:Fair
IL2022-4560,SI_Urb_23-377,obs:Fair
IL2022-15017,SI_Urb_23-378,"hd:E, obs:Good"
IL2022-5607,SI_Urb_23-379,"hd:E, obs:Good"
IL2022F4S-9604,SI_Urb_23-38,"hd:L, obs:Good"
IL2022-15526,SI_Urb_23-380,obs:Fair
IL2022-13554,SI_Urb_23-381,"hd:E, obs:Good"
IL2022-15751,SI_Urb_23-382,obs:Good
IL2022-22651,SI_Urb_23-383,"big flag, erect, obs:Normal"
IL2022-15711,SI_Urb_23-384,obs:Normal
IL2022-5529,SI_Urb_23-385,"hd:E, obs:Fair"
IL2022-4807,SI_Urb_23-386,obs:Fair
IL2022-8715,SI_Urb_23-387,obs:Fair
IL2022-14271,SI_Urb_23-388,obs:Normal
IL2022-9016,SI_Urb_23-389,obs:Good
IL2022F4S-10801,SI_Urb_23-39,"hd:N, obs:Fair"
IL2022-7956,SI_Urb_23-390,obs:Normal
IL2022-3720,SI_Urb_23-391,"hd:E, obs:Normal"
IL2022-7274,SI_Urb_23-392,obs:Fair
IL2022-7164,SI_Urb_23-393,"hd:E, obs:Good"
IL2022-7819,SI_Urb_23-394,"hd:E, obs:Normal"
IL2022-12832,SI_Urb_23-395,obs:Good
IL2022-12920,SI_Urb_23-396,obs:Normal
IL2022-5620,SI_Urb_23-397,"hd:E, obs:Normal"
IL2022-2324,SI_Urb_23-398,obs:Normal
IL2022-19268,SI_Urb_23-399,"hd:E, obs:Normal"
IL2022-17346,SI_Urb_23-4,obs:Good
IL2022F4S-3904,SI_Urb_23-40,"hd:N, obs:Normal"
IL2022-3242,SI_Urb_23-400,obs:Normal
IL2022-22609,SI_Urb_23-401,"hd:E, obs:Normal"
IL2022-10264,SI_Urb_23-402,"hd:E, obs:Normal"
IL2022-7106,SI_Urb_23-403,obs:Normal
IL2022-14421,SI_Urb_23-404,obs:Normal
IL2022-2514,SI_Urb_23-405,"hd:E, obs:Fair"
IL2022-16561,SI_Urb_23-406,obs:Normal
IL2022-16617,SI_Urb_23-407,obs:Fair
IL2022-17314,SI_Urb_23-408,"hd:E, obs:Fair"
IL2022-5805,SI_Urb_23-409,obs:Good
IL2022F4S-15303,SI_Urb_23-41,"hd:L, obs:Normal"
IL2022-22145,SI_Urb_23-410,"hd:E, obs:Fair"
IL2022-19249,SI_Urb_23-411,"hd:E, obs:Normal"
IL2022-17575,SI_Urb_23-412,obs:Normal
IL2022F4S-17701,SI_Urb_23-413,obs:Fair
IL2022F4S-5204,SI_Urb_23-414,obs:Normal
IL2022F3S-21706,SI_Urb_23-415,obs:Fair
IL2022F4S-16801,SI_Urb_23-416,"hd:L, obs:Good"
IL2022F4S-4901,SI_Urb_23-417,obs:Fair
IL2022F3S-22601,SI_Urb_23-418,obs:Normal
IL2022F4S-8301,SI_Urb_23-419,"hd:E, obs:Good"
IL2022F4S-19704,SI_Urb_23-42,"hd:L, obs:Excellent "
IL2022F4S-20507,SI_Urb_23-420,obs:Good
IL2022F4S-2402,SI_Urb_23-421,obs:Fair
IL2022F4S-15302,SI_Urb_23-422,obs:Fair
IL2022F4S-13401,SI_Urb_23-423,obs:Fair
IL2022F4S-1904,SI_Urb_23-424,obs:Normal
IL2022F4S-12806,SI_Urb_23-425,"hd:E, obs:Good"
IL2022F4S-3501,SI_Urb_23-426,"hd:E, obs:Fair"
IL2022F4S-14102,SI_Urb_23-427,obs:Fair
IL2022F4S-19707,SI_Urb_23-428,obs:Good
IL2022F4S-6404,SI_Urb_23-429,obs:Good
IL2022F4S-17602,SI_Urb_23-43,"hd:L, obs:Poor"
IL2022F4S-2802,SI_Urb_23-430,obs:Good
IL2022F4S-3012,SI_Urb_23-431,"hd:E, obs:Fair"
IL2022F4S-1602,SI_Urb_23-432,"hd:E, obs:Fair"
IL2022F4S-12601,SI_Urb_23-433,obs:Normal
IL2022F4S-15707,SI_Urb_23-434,"hd:E, obs:Normal"
IL2022F4S-5202,SI_Urb_23-435,obs:Fair
IL2022F4S-16005,SI_Urb_23-436,"hd:L, obs:Good"
IL2022F4S-9406,SI_Urb_23-437,obs:Fair
IL2022F4S-12301,SI_Urb_23-438,obs:Fair
IL2022F4S-10202,SI_Urb_23-439,"hd:E, obs:Normal"
IL2022F4S-11501,SI_Urb_23-44,"hd:L, obs:Good"
IL2022F4S-16101,SI_Urb_23-440,"hd:L, obs:Good"
IL2022F4S-8202,SI_Urb_23-441,obs:Good
IL2022F4S-14901,SI_Urb_23-442,obs:Fair
IL2022F4S-11205,SI_Urb_23-443,obs:Fair
IL2022F4S-9402,SI_Urb_23-444,"hd:E, obs:Fair"
IL2022F4S-7402,SI_Urb_23-445,obs:Normal
IL2022F4S-13807,SI_Urb_23-446,obs:Good
IL2022F4S-14003,SI_Urb_23-447,obs:Normal
IL2022F4S-12206,SI_Urb_23-448,obs:Good
IL2022F4S-11507,SI_Urb_23-449,obs:Fair
IL2022F4S-10105,SI_Urb_23-45,"hd:N, obs:Good"
IL2022F3S-22301,SI_Urb_23-450,obs:Fair
IL2022F4S-12304,SI_Urb_23-451,"hd:L, obs:Normal"
IL2022F4S-15104,SI_Urb_23-452,"hd:L, obs:Fair"
IL2022-23178,SI_Urb_23-453,"hd:E, obs:Normal"
IL2022-19169,SI_Urb_23-454,"hd:E, obs:Fair"
IL2022-11064,SI_Urb_23-455,obs:Good
IL2022-11334,SI_Urb_23-456,"hd:E, obs:Normal"
IL2022-12079,SI_Urb_23-457,obs:Fair
IL2022-12948,SI_Urb_23-458,"hd:E, obs:Fair"
IL2022-10716,SI_Urb_23-459,obs:Good
IL2022F4S-10604,SI_Urb_23-46,"hd:N, obs:Fair"
IL2022-5617,SI_Urb_23-460,"hd:E, obs:Fair"
IL2022-18811,SI_Urb_23-461,obs:Normal
IL2022-11571,SI_Urb_23-462,obs:Good
IL2022-7049,SI_Urb_23-463,obs:Good
IL2022-8518,SI_Urb_23-464,"hd:E, obs:Fair"
IL2022-9460,SI_Urb_23-465,"hd:E, obs:Fair"
IL2022-9209,SI_Urb_23-466,obs:Fair
IL2022-1312,SI_Urb_23-467,"hd:E, obs:Fair"
IL2022-22045,SI_Urb_23-468,obs:Fair
IL2022-7745,SI_Urb_23-469,obs:Normal
IL2022F4S-8205,SI_Urb_23-47,"hd:N, obs:Normal"
IL2022-13738,SI_Urb_23-470,obs:Fair
IL2022-21348,SI_Urb_23-471,obs:Fair
IL2022-13050,SI_Urb_23-472,"hd:E, obs:Normal"
IL2022-10832,SI_Urb_23-473,obs:Normal
IL2022-4424,SI_Urb_23-474,"hd:E, obs:Good"
IL2022-15005,SI_Urb_23-475,"hd:E, obs:Fair"
IL2022-22603,SI_Urb_23-476,"hd:E, obs:Good"
IL2022-5359,SI_Urb_23-477,obs:Normal
IL2022-24032,SI_Urb_23-478,obs:Normal
IL2022-12621,SI_Urb_23-479,obs:Normal
IL2022F4S-13301,SI_Urb_23-48,obs:Poor
IL2022-8204,SI_Urb_23-480,obs:Normal
IL2022-22770,SI_Urb_23-481,"hd:E, obs:Fair"
IL2022-22670,SI_Urb_23-482,obs:Normal
IL2022-3948,SI_Urb_23-483,obs:Fair
IL2022-19142,SI_Urb_23-484,"hd:E, obs:Normal"
IL2022-19026,SI_Urb_23-485,obs:Normal
IL2022-2933,SI_Urb_23-486,obs:Fair
IL2022-16725,SI_Urb_23-487,"hd:E, obs:Fair"
IL2022-8453,SI_Urb_23-488,obs:Normal
IL2022-22416,SI_Urb_23-489,obs:Fair
IL2022F4S-11901,SI_Urb_23-49,"hd:L, obs:Good"
IL2022-5853,SI_Urb_23-490,obs:Normal
IL2022-7456,SI_Urb_23-491,obs:Normal
IL2022-14945,SI_Urb_23-492,obs:Fair
IL2022-5744,SI_Urb_23-493,"hd:E, obs:Fair"
IL2022-23473,SI_Urb_23-494,"hd:E, obs:Poor"
IL2022-1005,SI_Urb_23-495,obs:Good
IL2022-465,SI_Urb_23-496,obs:Good
IL2022-3818,SI_Urb_23-497,obs:Fair
IL2022-7627,SI_Urb_23-498,"hd:E, obs:Fair"
IL2022-6862,SI_Urb_23-499,obs:Normal
IL2022-7415,SI_Urb_23-5,obs:Fair
IL2022F4S-10301,SI_Urb_23-50,"hd:N, obs:Good"
IL2022-2339,SI_Urb_23-500,obs:Normal
IL2022-4232,SI_Urb_23-501,obs:Fair
IL2022-17103,SI_Urb_23-502,obs:Normal
IL2022-4061,SI_Urb_23-503,obs:Poor
IL2022-18769,SI_Urb_23-504,obs:Normal
IL2022-15703,SI_Urb_23-505,obs:Normal
IL2022-12170,SI_Urb_23-506,obs:Normal
IL2022-19777,SI_Urb_23-507,"hd:E, obs:Fair"
IL2022-21128,SI_Urb_23-508,"hd:E, obs:Poor"
IL2022F3S-24204,SI_Urb_23-509,obs:Normal
IL2022F4S-16201,SI_Urb_23-51,"hd:L, pale green , obs:Fair"
IL2022F4S-15504,SI_Urb_23-510,obs:Normal
IL2022F4S-503,SI_Urb_23-511,obs:Good
IL2022F4S-18001,SI_Urb_23-512,obs:Normal
IL2022F4S-10203,SI_Urb_23-513,obs:Good
IL2022F3S-22201,SI_Urb_23-514,"hd:L, obs:Normal"
IL2022F4S-21306,SI_Urb_23-515,obs:Normal
IL2022F4S-12603,SI_Urb_23-516,obs:Good
IL2022F4S-12101,SI_Urb_23-517,obs:Normal
IL2022F4S-14403,SI_Urb_23-518,obs:Good
IL2022F4S-2101,SI_Urb_23-519,obs:Good
IL2022F4S-8902,SI_Urb_23-52,"hd:L, obs:Good"
IL2022F4S-14402,SI_Urb_23-520,obs:Normal
IL2022F4S-11801,SI_Urb_23-521,"hd:L, obs:Good"
IL2022F3S-23401,SI_Urb_23-522,obs:Good
IL2022F4S-905,SI_Urb_23-523,obs:Good
IL2022F4S-18505,SI_Urb_23-524,"hd:L, obs:Good"
IL2022F4S-15102,SI_Urb_23-525,"hd:L, obs:Poor"
IL2022F4S-6001,SI_Urb_23-526,"hd:E, obs:Fair"
IL2022F4S-19306,SI_Urb_23-527,obs:Good
IL2022F4S-805,SI_Urb_23-528,obs:Fair
IL2022F4S-6501,SI_Urb_23-529,"hd:L, obs:Normal"
IL2022F4S-17901,SI_Urb_23-53,"hd:N, obs:Good"
IL2022F4S-2501,SI_Urb_23-530,obs:Fair
IL2022F4S-8204,SI_Urb_23-531,obs:Fair
IL2022F4S-19501,SI_Urb_23-532,obs:Good
IL2022F4S-12303,SI_Urb_23-533,obs:Normal
IL2022F3S-24503,SI_Urb_23-534,obs:Good
IL2022F4S-12409,SI_Urb_23-535,"hd:L, obs:Fair"
IL2022F4S-20107,SI_Urb_23-536,"hd:L, obs:Fair"
IL2022F3S-22901,SI_Urb_23-537,obs:Normal
IL2022F4S-11904,SI_Urb_23-538,obs:Good
IL2022F4S-8502,SI_Urb_23-539,obs:Fair
IL2022F4S-20202,SI_Urb_23-54,"hd:E, obs:Excellent "
IL2022F3S-22105,SI_Urb_23-540,"hd:L, obs:Fair"
IL2022F4S-18104,SI_Urb_23-541,obs:Normal
IL2022F4S-20102,SI_Urb_23-542,obs:Fair
IL2022F4S-15502,SI_Urb_23-543,obs:Fair
IL2022F4S-21302,SI_Urb_23-544,obs:Normal
IL2022F4S-19308,SI_Urb_23-545,obs:Good
IL2022F4S-20903,SI_Urb_23-546,obs:Good
IL2022F4S-17004,SI_Urb_23-547,"hd:L, obs:Normal"
IL2022F3S-24402,SI_Urb_23-548,obs:Normal
IL2022-7929,SI_Urb_23-549,"hd:E, obs:Fair"
IL2022F4S-20501,SI_Urb_23-55,"hd:L, obs:Good"
IL2022-14306,SI_Urb_23-550,obs:Fair
IL2022-10669,SI_Urb_23-551,obs:Normal
IL2022-19273,SI_Urb_23-552,obs:Normal
IL2022-18009,SI_Urb_23-553,obs:Good
IL2022-8152,SI_Urb_23-554,obs:Normal
IL2022-6702,SI_Urb_23-555,"hd:E, obs:Poor"
IL2022-5841,SI_Urb_23-556,obs:Good
IL2022-12637,SI_Urb_23-557,obs:Normal
IL2022-20401,SI_Urb_23-558,"hd:E, obs:Fair"
IL2022-19944,SI_Urb_23-559,obs:Normal
IL2022F4S-1902,SI_Urb_23-56,"hd:L, obs:Fair"
IL2022-15423,SI_Urb_23-560,obs:Fair
IL2022-16613,SI_Urb_23-561,obs:Poor
IL2022-1829,SI_Urb_23-562,"hd:E, obs:Poor"
IL2022-2704,SI_Urb_23-563,obs:Normal
IL2022-460,SI_Urb_23-564,obs:Fair
IL2022-10625,SI_Urb_23-565,obs:Fair
IL2022-10006,SI_Urb_23-566,obs:Normal
IL2022-5944,SI_Urb_23-567,obs:Fair
IL2022-16756,SI_Urb_23-568,obs:Normal
IL2022-11816,SI_Urb_23-569,obs:Normal
IL2022F4S-20304,SI_Urb_23-57,obs:Fair
IL2022-17915,SI_Urb_23-570,obs:Normal
IL2022-20670,SI_Urb_23-571,obs:Normal
IL2022-15944,SI_Urb_23-572,obs:Excellent 
IL2022-12349,SI_Urb_23-573,obs:Good
IL2022-20441,SI_Urb_23-574,"hd:E, obs:Normal"
IL2022-12263,SI_Urb_23-575,obs:Normal
IL2022-22472,SI_Urb_23-576,obs:Good
IL2022-22637,SI_Urb_23-577,obs:Fair
IL2022-15167,SI_Urb_23-578,obs:Good
IL2022-20936,SI_Urb_23-579,"hd:E, obs:Normal"
IL2022F3S-24202,SI_Urb_23-58,obs:Fair
IL2022-310,SI_Urb_23-580,obs:Fair
IL2022-7329,SI_Urb_23-581,obs:Fair
IL2022-19879,SI_Urb_23-582,obs:Normal
IL2022-8052,SI_Urb_23-583,obs:Poor
IL2022-18632,SI_Urb_23-584,"hd:E, obs:Normal"
IL2022-3708,SI_Urb_23-585,"hd:E, obs:Good"
IL2022-6576,SI_Urb_23-586,obs:Poor
IL2022-18768,SI_Urb_23-587,obs:Fair
IL2022-8749,SI_Urb_23-588,"hd:E, obs:Normal"
IL2022-10404,SI_Urb_23-589,obs:Normal
IL2022F4S-5107,SI_Urb_23-59,obs:Fair
IL2022-7733,SI_Urb_23-590,"hd:E, obs:Normal"
IL2022-5851,SI_Urb_23-591,obs:Normal
IL2022-8079,SI_Urb_23-592,obs:Fair
IL2022-8068,SI_Urb_23-593,obs:Fair
IL2022-2654,SI_Urb_23-594,obs:Good
IL2022-17452,SI_Urb_23-595,obs:Normal
IL2022-18820,SI_Urb_23-596,obs:Normal
IL2022-6043,SI_Urb_23-597,obs:Normal
IL2022-7260,SI_Urb_23-598,obs:Good
IL2022-15760,SI_Urb_23-599,obs:Normal
IL2022-2937,SI_Urb_23-6,"hd:N, obs:Fair"
IL2022F4S-15204,SI_Urb_23-60,"hd:E, obs:Poor"
IL2022-9837,SI_Urb_23-600,obs:Good
IL2022-9542,SI_Urb_23-601,obs:Normal
IL2022-15777,SI_Urb_23-602,obs:Good
IL2022-17664,SI_Urb_23-603,"hd:E, obs:Fair"
IL2022-21618,SI_Urb_23-604,obs:Normal
IL2022F4S-9405,SI_Urb_23-605,obs:Poor
IL2022F4S-3503,SI_Urb_23-606,obs:Fair
IL2022F4S-15703,SI_Urb_23-607,obs:Poor
IL2022F4S-5601,SI_Urb_23-608,"hd:E, obs:Good"
IL2022F4S-5201,SI_Urb_23-609,obs:Normal
IL2022F4S-11504,SI_Urb_23-61,"hd:L, obs:Normal"
IL2022F4S-14401,SI_Urb_23-610,obs:Normal
IL2022F4S-13501,SI_Urb_23-611,obs:Fair
IL2022F4S-808,SI_Urb_23-612,"super short , obs:Excellent "
IL2022F4S-8102,SI_Urb_23-613,"hd:E, obs:Poor"
IL2022F4S-9801,SI_Urb_23-614,"hd:E, obs:Fair"
IL2022F4S-9806,SI_Urb_23-615,obs:Fair
IL2022F4S-16001,SI_Urb_23-616,obs:Fair
IL2022F4S-11204,SI_Urb_23-617,"hd:L, obs:Normal"
IL2022F4S-9903,SI_Urb_23-618,"hd:E, obs:Fair"
IL2022F4S-11001,SI_Urb_23-619,"hd:E, obs:Fair"
IL2022F4S-401,SI_Urb_23-62,"hd:E, obs:Good"
IL2022F4S-10705,SI_Urb_23-620,"hd:E, obs:Fair"
IL2022F4S-1303,SI_Urb_23-621,"hd:E, obs:Normal"
IL2022F4S-6003,SI_Urb_23-622,obs:Fair
IL2022F4S-11002,SI_Urb_23-623,"hd:E, obs:Good"
IL2022F4S-1502,SI_Urb_23-624,obs:Normal
IL2022F4S-4802,SI_Urb_23-625,obs:Normal
IL2022F3S-21905,SI_Urb_23-626,obs:Normal
IL2022F4S-13701,SI_Urb_23-627,"hd:E, obs:Good"
IL2022F4S-15506,SI_Urb_23-628,obs:Fair
IL2022F4S-9902,SI_Urb_23-629,"hd:E, obs:Fair"
IL2022F4S-21001,SI_Urb_23-63,"hd:N, obs:Excellent "
IL2022F4S-14902,SI_Urb_23-630,obs:Good
IL2022F4S-14702,SI_Urb_23-631,obs:Fair
IL2022F3S-22501,SI_Urb_23-632,obs:Fair
IL2022F4S-4402,SI_Urb_23-633,obs:Normal
IL2022F4S-904,SI_Urb_23-634,"hd:L, obs:Good"
IL2022F4S-15203,SI_Urb_23-635,"hd:E, obs:Fair"
IL2022F4S-13107,SI_Urb_23-636,obs:Fair
IL2022F4S-9106,SI_Urb_23-637,obs:Fair
IL2022F4S-3205,SI_Urb_23-638,obs:Normal
IL2022F4S-9901,SI_Urb_23-639,"hd:E, obs:Fair"
IL2022F4S-9308,SI_Urb_23-64,"hd:N, obs:Good"
IL2022F4S-3905,SI_Urb_23-640,obs:Normal
IL2022F4S-14906,SI_Urb_23-641,"hd:E, obs:Good"
IL2022F4S-21002,SI_Urb_23-642,obs:Good
IL2022F4S-21205,SI_Urb_23-643,obs:Good
IL2022F4S-14301,SI_Urb_23-644,obs:Fair
IL2022-9630,SI_Urb_23-645,obs:Fair
IL2022-8153,SI_Urb_23-646,"hd:E, obs:Good"
IL2022-5535,SI_Urb_23-647,"hd:E, obs:Normal"
IL2022-16171,SI_Urb_23-648,obs:Fair
IL2022-3523,SI_Urb_23-649,obs:Fair
IL2022F4S-20401,SI_Urb_23-65,"hd:N, obs:Good"
IL2022-15074,SI_Urb_23-650,obs:Fair
IL2022-19749,SI_Urb_23-651,obs:Good
IL2022-21008,SI_Urb_23-652,"hd:E, obs:Normal"
IL2022-7163,SI_Urb_23-653,"hd:E, obs:Fair"
IL2022-15471,SI_Urb_23-654,obs:Fair
IL2022-6748,SI_Urb_23-655,"hd:E, obs:Fair"
IL2022-16720,SI_Urb_23-656,"hd:E, obs:Poor"
IL2022-8024,SI_Urb_23-657,obs:Normal
IL2022-5308,SI_Urb_23-658,obs:Poor
IL2022-6449,SI_Urb_23-659,"hd:E, obs:Poor"
IL2022F3S-22705,SI_Urb_23-66,"hd:N, obs:Fair"
IL2022-14268,SI_Urb_23-660,obs:Normal
IL2022-15779,SI_Urb_23-661,obs:Normal
IL2022-19116,SI_Urb_23-662,"hd:E, obs:Fair"
IL2022-3345,SI_Urb_23-663,obs:Fair
IL2022-12728,SI_Urb_23-664,obs:Normal
IL2022-10837,SI_Urb_23-665,obs:Fair
IL2022-15115,SI_Urb_23-666,"hd:E, obs:Normal"
IL2022-3320,SI_Urb_23-667,obs:Fair
IL2022-18772,SI_Urb_23-668,obs:Normal
IL2022-22771,SI_Urb_23-669,obs:Normal
IL2022F4S-18708,SI_Urb_23-67,"hd:L, obs:Normal"
IL2022-19442,SI_Urb_23-670,obs:Fair
IL2022-5838,SI_Urb_23-671,obs:Normal
IL2022-15227,SI_Urb_23-672,"hd:E, obs:Normal"
IL2022-941,SI_Urb_23-673,"hd:E, obs:Poor"
IL2022-8748,SI_Urb_23-674,obs:Normal
IL2022-505,SI_Urb_23-675,obs:Fair
IL2022-10244,SI_Urb_23-676,"hd:E, obs:Normal"
IL2022-12347,SI_Urb_23-677,"hd:E, obs:Normal"
IL2022-4643,SI_Urb_23-678,obs:Fair
IL2022-17816,SI_Urb_23-679,obs:Good
IL2022F4S-12205,SI_Urb_23-68,obs:Good
IL2022-11032,SI_Urb_23-680,obs:Fair
IL2022-469,SI_Urb_23-681,obs:Normal
IL2022-8157,SI_Urb_23-682,"hd:E, obs:Fair"
IL2022-5610,SI_Urb_23-683,"hd:E, obs:Good"
IL2022-9474,SI_Urb_23-684,obs:Fair
IL2022-8441,SI_Urb_23-685,obs:Normal
IL2022-13243,SI_Urb_23-686,obs:Poor
IL2022-8136,SI_Urb_23-687,obs:Normal
IL2022-7058,SI_Urb_23-688,obs:Normal
IL2022-17934,SI_Urb_23-689,"hd:E, obs:Normal"
IL2022-23101,SI_Urb_23-69,"hd:E, obs:Good"
IL2022-12030,SI_Urb_23-690,obs:Normal
IL2022-15968,SI_Urb_23-691,obs:Fair
IL2022-7476,SI_Urb_23-692,obs:Poor
IL2022-19160,SI_Urb_23-693,obs:Normal
IL2022-22222,SI_Urb_23-694,obs:Normal
IL2022-21666,SI_Urb_23-695,obs:Normal
IL2022-4220,SI_Urb_23-696,"hd:E, obs:Normal"
IL2022-24144,SI_Urb_23-697,obs:Fair
IL2022-10413,SI_Urb_23-698,obs:Normal
IL2022-9906,SI_Urb_23-699,obs:Normal
IL2022-23204,SI_Urb_23-7,"seg height , obs:Excellent "
IL2022-21937,SI_Urb_23-70,"hd:N, obs:Normal"
IL2022-16516,SI_Urb_23-700,"hd:E, obs:Fair"
IL2022F4S-3906,SI_Urb_23-701,obs:Fair
IL2022F4S-12604,SI_Urb_23-702,obs:Good
IL2022F4S-10701,SI_Urb_23-703,"hd:E, obs:Fair"
IL2022F4S-11603,SI_Urb_23-704,"hd:E, obs:Normal"
IL2022F4S-5101,SI_Urb_23-705,obs:Fair
IL2022F3S-23702,SI_Urb_23-706,obs:Normal
IL2022F4S-12103,SI_Urb_23-707,"hd:E, obs:Normal"
IL2022F4S-14706,SI_Urb_23-708,"hd:E, obs:Fair"
IL2022F4S-10601,SI_Urb_23-709,obs:Fair
IL2022-18345,SI_Urb_23-71,see down row
IL2022F4S-10005,SI_Urb_23-710,obs:Normal
IL2022F4S-13102,SI_Urb_23-711,obs:Good
IL2022F4S-3702,SI_Urb_23-712,obs:Fair
IL2022F4S-13601,SI_Urb_23-713,obs:Fair
IL2022F4S-18601,SI_Urb_23-714,obs:Good
IL2022F4S-19003,SI_Urb_23-715,obs:Normal
IL2022F4S-11803,SI_Urb_23-716,"hd:E, obs:Normal"
IL2022F4S-11903,SI_Urb_23-717,"hd:E, obs:Good"
IL2022F4S-12305,SI_Urb_23-718,obs:Fair
IL2022F4S-21009,SI_Urb_23-719,obs:Good
IL2022-17625,SI_Urb_23-72,obs:Normal
IL2022F4S-6702,SI_Urb_23-720,obs:Good
IL2022F4S-18403,SI_Urb_23-721,"hd:L, obs:Good"
IL2022F4S-3502,SI_Urb_23-722,"hd:L, obs:Fair"
IL2022F4S-2503,SI_Urb_23-723,"hd:E, obs:Normal"
IL2022F4S-8101,SI_Urb_23-724,"hd:E, obs:Fair"
IL2022F4S-13904,SI_Urb_23-725,"hd:N, obs:Normal"
IL2022F4S-2504,SI_Urb_23-726,"hd:E, obs:Normal"
IL2022F4S-17401,SI_Urb_23-727,"hd:N, obs:Fair"
IL2022F4S-15002,SI_Urb_23-728,"hd:N, obs:Fair"
IL2022F4S-5602,SI_Urb_23-729,"hd:N, obs:Normal"
IL2022-3611,SI_Urb_23-73,obs:Excellent 
IL2022F4S-6703,SI_Urb_23-730,"hd:N, obs:Fair"
IL2022F4S-12803,SI_Urb_23-731,"hd:E, obs:Normal"
IL2022F4S-10101,SI_Urb_23-732,"hd:E, obs:Normal"
IL2022F4S-12606,SI_Urb_23-733,"hd:N, obs:Good"
IL2022F4S-5001,SI_Urb_23-734,"hd:N, obs:Good"
IL2022F4S-2105,SI_Urb_23-735,"hd:N, obs:Normal"
IL2022F4S-18701,SI_Urb_23-736,"hd:L, obs:Normal"
IL2022F4S-12406,SI_Urb_23-737,"hd:L, obs:Fair"
IL2022F4S-9805,SI_Urb_23-738,"hd:N, obs:Fair"
IL2022F3S-21904,SI_Urb_23-739,"hd:N, obs:Fair"
IL2022-16870,SI_Urb_23-74,obs:Poor
IL2022F4S-1505,SI_Urb_23-740,"hd:L, obs:Normal"
IL2022-9457,SI_Urb_23-741,"hd:E, npt, obs:Normal"
IL2022-7104,SI_Urb_23-742,"hd:N, obs:Good"
IL2022-20372,SI_Urb_23-743,"hd:E, obs:Normal"
IL2022-15767,SI_Urb_23-744,"hd:L, obs:Normal"
IL2022-4224,SI_Urb_23-745,"hd:N, obs:Fair"
IL2022-20435,SI_Urb_23-746,"hd:E, obs:Normal"
IL2022-20878,SI_Urb_23-747,"hd:E, npt, obs:Normal"
IL2022-18755,SI_Urb_23-748,"hd:L, obs:Normal"
IL2022-13608,SI_Urb_23-749,"hd:L, obs:Fair"
IL2022-22541,SI_Urb_23-75,"hd:L, obs:Good"
IL2022-9072,SI_Urb_23-750,"hd:E, segregating, obs:Normal"
IL2022-12903,SI_Urb_23-751,"hd:N, obs:Good"
IL2022-22774,SI_Urb_23-752,"hd:E, obs:Good"
IL2022-17228,SI_Urb_23-753,"hd:N, obs:Normal"
IL2022-12353,SI_Urb_23-754,"hd:E, obs:Poor"
IL2022-6437,SI_Urb_23-755,"hd:N, mixed, obs:Normal"
IL2022-571,SI_Urb_23-756,"hd:N, obs:Normal"
IL2022-8161,SI_Urb_23-757,"hd:E, obs:Good"
IL2022-22078,SI_Urb_23-758,"hd:E, obs:Good"
IL2022-2202,SI_Urb_23-759,"hd:N, obs:Fair"
IL2022-10450,SI_Urb_23-76,obs:Good
IL2022-7673,SI_Urb_23-760,"hd:N, obs:Good"
IL2022-11465,SI_Urb_23-761,"hd:N, obs:Normal"
IL2022-12654,SI_Urb_23-762,"hd:E, obs:Poor"
IL2022-3476,SI_Urb_23-763,"hd:N, obs:Normal"
IL2022-5876,SI_Urb_23-764,"hd:E, obs:Normal"
IL2022-10829,SI_Urb_23-765,"hd:E, obs:Normal"
IL2022-22458,SI_Urb_23-766,"hd:N, obs:Good"
IL2022-20504,SI_Urb_23-767,"hd:E, obs:Fair"
IL2022-10648,SI_Urb_23-768,"hd:N, obs:Fair"
IL2022-14012,SI_Urb_23-769,"hd:E, obs:Normal"
IL2022-13959,SI_Urb_23-77,"hd:E, obs:Good"
IL2022-3228,SI_Urb_23-770,"hd:L, obs:Normal"
IL2022-15524,SI_Urb_23-771,"hd:N, obs:Normal"
IL2022-4779,SI_Urb_23-772,"hd:E, obs:Fair"
IL2022-2206,SI_Urb_23-773,"hd:N, obs:Poor"
IL2022-4660,SI_Urb_23-774,"hd:E, obs:Fair"
