germplasmName,observationUnitName,notes
IL2022-23516,SI_Urb_23-1357,"hd:N, obs:Normal"
IL2022-120,SI_Urb_23-1358,"hd:N, obs:Fair"
IL2022-4032,SI_Urb_23-1359,"hd:E, obs:Fair"
IL2022F4S-20105,SI_Urb_23-136,"hd:L, obs:Good"
IL2022-9948,SI_Urb_23-1360,"hd:N, obs:Normal"
IL2022-12364,SI_Urb_23-1361,"hd:E, obs:Normal"
IL2022-5765,SI_Urb_23-1362,"hd:L, obs:Fair"
IL2022-2922,SI_Urb_23-1363,"hd:N, obs:Poor"
IL2022-7065,SI_Urb_23-1364,"hd:E, obs:Poor"
IL2022-9576,SI_Urb_23-1365,"hd:N, obs:Normal"
IL2022-10948,SI_Urb_23-1366,"hd:N, obs:Normal"
IL2022-11566,SI_Urb_23-1367,"hd:N, obs:Fair"
IL2022-14804,SI_Urb_23-1368,"hd:E, obs:Normal"
IL2022-14264,SI_Urb_23-1369,"hd:N, obs:Normal"
IL2022F4S-14507,SI_Urb_23-137,"hd:L, obs:Normal"
IL2022-17861,SI_Urb_23-1370,"hd:E, obs:Normal"
IL2022-7264,SI_Urb_23-1371,"hd:N, obs:Poor"
IL2022F4S-18201,SI_Urb_23-1372,"hd:N, obs:Normal"
IL2022F4S-14903,SI_Urb_23-1373,"hd:E, vigor full plot, obs:Poor"
IL2022F4S-10903,SI_Urb_23-1374,"hd:N, obs:Normal"
IL2022F4S-21203,SI_Urb_23-1375,"hd:E, obs:Good"
IL2022F4S-11305,SI_Urb_23-1376,"hd:N, obs:Poor"
IL2022F4S-15402,SI_Urb_23-1377,"hd:N, obs:Fair"
IL2022F4S-205,SI_Urb_23-1378,"hd:N, obs:Normal"
IL2022F4S-19709,SI_Urb_23-1379,"hd:N, obs:Normal"
IL2022F4S-9602,SI_Urb_23-138,obs:Poor
IL2022F4S-8805,SI_Urb_23-1380,"hd:N, obs:Normal"
IL2022F4S-19004,SI_Urb_23-1381,"hd:N, obs:Fair"
IL2022F4S-17601,SI_Urb_23-1382,"hd:N, obs:Fair"
IL2022F4S-4602,SI_Urb_23-1383,"hd:E, obs:Normal"
IL2022F4S-5103,SI_Urb_23-1384,"hd:E, obs:Normal"
IL2022F4S-1504,SI_Urb_23-1385,"hd:E, obs:Normal"
IL2022F4S-5104,SI_Urb_23-1386,"hd:E, obs:Fair"
IL2022F4S-18404,SI_Urb_23-1387,"hd:N, obs:Normal"
IL2022F3S-22106,SI_Urb_23-1388,"hd:N, obs:Normal"
IL2022F4S-20301,SI_Urb_23-1389,"hd:N, obs:Normal"
IL2022F4S-2001,SI_Urb_23-139,"hd:L, obs:Fair"
IL2022F4S-15301,SI_Urb_23-1390,"hd:N, obs:Fair"
IL2022F4S-11003,SI_Urb_23-1391,"hd:E, late, obs:Normal"
IL2022F4S-11807,SI_Urb_23-1392,"hd:N, obs:Normal"
IL2022F4S-11704,SI_Urb_23-1393,"hd:N, obs:Fair"
IL2022F4S-10902,SI_Urb_23-1394,"hd:N, late, obs:Normal"
IL2022F4S-19304,SI_Urb_23-1395,"hd:L, late, obs:Normal"
IL2022F4S-12501,SI_Urb_23-1396,"hd:E, obs:Excellent "
IL2022F4S-14105,SI_Urb_23-1397,"hd:L, obs:Poor"
IL2022F4S-15304,SI_Urb_23-1398,"hd:N, obs:Normal"
IL2022F4S-11302,SI_Urb_23-1399,"hd:L, obs:Fair"
IL2022-21673,SI_Urb_23-14,"hd:L, obs:Fair"
IL2022F4S-18504,SI_Urb_23-140,"hd:L, obs:Fair"
IL2022F3S-22602,SI_Urb_23-1400,"hd:N, late, obs:Normal"
IL2022F4S-18401,SI_Urb_23-1401,"hd:N, obs:Normal"
IL2022F4S-11306,SI_Urb_23-1402,"hd:N, obs:Poor"
IL2022F4S-20302,SI_Urb_23-1403,"hd:N, obs:Normal"
IL2022F4S-157011,SI_Urb_23-1404,"hd:E, obs:Normal"
IL2022F4S-12405,SI_Urb_23-1405,"hd:N, obs:Poor"
IL2022F4S-19305,SI_Urb_23-1406,"hd:N, obs:Normal"
IL2022F4S-20104,SI_Urb_23-1407,"hd:N, obs:Normal"
IL2022F4S-9802,SI_Urb_23-1408,"hd:E, obs:Fair"
IL2022F4S-3304,SI_Urb_23-1409,"hd:N, very low seeding, obs:Normal"
IL2022F4S-157010,SI_Urb_23-141,obs:Good
IL2022F4S-6401,SI_Urb_23-1410,"hd:N, obs:Normal"
IL2022F4S-9307,SI_Urb_23-1411,"hd:N, obs:Poor"
IL2022F4S-12102,SI_Urb_23-1412,"hd:L, obs:Normal"
IL2022F3S-21804,SI_Urb_23-1413,"hd:E, obs:Normal"
IL2022-22257,SI_Urb_23-1414,"hd:N, obs:Normal"
IL2022-9808,SI_Urb_23-1415,"hd:N, obs:Normal"
IL2022-7648,SI_Urb_23-1416,"hd:E, obs:Normal"
IL2022-20509,SI_Urb_23-1417,"hd:E, obs:Fair"
IL2022-22021,SI_Urb_23-1418,"hd:E, obs:Fair"
IL2022-6866,SI_Urb_23-1419,"hd:E, obs:Good"
IL2022F4S-14302,SI_Urb_23-142,obs:Good
IL2022-9472,SI_Urb_23-1420,"hd:E, obs:Fair"
IL2022-2270,SI_Urb_23-1421,"hd:N, obs:Fair"
IL2022-4532,SI_Urb_23-1422,"hd:E, obs:Poor"
IL2022-19572,SI_Urb_23-1423,"hd:L, obs:Normal"
IL2022-23246,SI_Urb_23-1424,"hd:L, obs:Normal"
IL2022-22012,SI_Urb_23-1425,"hd:N, obs:Fair"
IL2022-2535,SI_Urb_23-1426,"hd:N, obs:Poor"
IL2022-5325,SI_Urb_23-1427,"hd:N, segregating, obs:Poor"
IL2022-14575,SI_Urb_23-1428,"hd:E, obs:Normal"
IL2022-15578,SI_Urb_23-1429,"hd:E, obs:Normal"
IL2022F4S-20503,SI_Urb_23-143,obs:Fair
IL2022-7379,SI_Urb_23-1430,"hd:E, obs:Fair"
IL2022-11828,SI_Urb_23-1431,"hd:N, obs:Poor"
IL2022-7966,SI_Urb_23-1432,"hd:N, obs:Fair"
IL2022-9534,SI_Urb_23-1433,"hd:N, obs:Good"
IL2022-13751,SI_Urb_23-1434,"hd:N, obs:Normal"
IL2022-8667,SI_Urb_23-1435,"hd:E, obs:Fair"
IL2022-7741,SI_Urb_23-1436,"hd:N, obs:Fair"
IL2022-6476,SI_Urb_23-1437,"hd:N, obs:Fair"
IL2022-20026,SI_Urb_23-1438,"hd:N, segregating, obs:Poor"
IL2022-10176,SI_Urb_23-1439,"hd:N, obs:Normal"
IL2022F4S-20305,SI_Urb_23-144,"hd:L, obs:Fair"
IL2022-16525,SI_Urb_23-1440,"hd:E, obs:Normal"
IL2022-18869,SI_Urb_23-1441,"hd:N, obs:Normal"
IL2022-5312,SI_Urb_23-1442,"hd:E, obs:Poor"
IL2022-8460,SI_Urb_23-1443,"hd:N, obs:Fair"
IL2022-13835,SI_Urb_23-1444,"hd:N, obs:Fair"
IL2022-15179,SI_Urb_23-1445,"hd:N, bronze, obs:Normal"
IL2022-7446,SI_Urb_23-1446,"hd:N, obs:Normal"
IL2022-22124,SI_Urb_23-1447,"hd:N, obs:Normal"
IL2022-11109,SI_Urb_23-1448,"hd:E, obs:Good"
IL2022-17148,SI_Urb_23-1449,"hd:N, obs:Normal"
IL2022F4S-6701,SI_Urb_23-145,"hd:L, obs:Good"
IL2022-23316,SI_Urb_23-1450,"hd:N, obs:Normal"
IL2022-16849,SI_Urb_23-1451,"hd:N, obs:Fair"
IL2022-4774,SI_Urb_23-1452,"hd:E, obs:Fair"
IL2022-534,SI_Urb_23-1453,"hd:E, npt, short, obs:Good"
IL2022-12112,SI_Urb_23-1454,"hd:N, obs:Fair"
IL2022-3463,SI_Urb_23-1455,"hd:N, obs:Poor"
IL2022-9468,SI_Urb_23-1456,"hd:E, obs:Normal"
IL2022-9055,SI_Urb_23-1457,"hd:N, bearded, obs:Normal"
IL2022-1806,SI_Urb_23-1458,"hd:E, obs:Normal"
IL2022-5521,SI_Urb_23-1459,"hd:E, mixed, obs:Normal"
IL2022F4S-12407,SI_Urb_23-146,obs:Poor
IL2022-509,SI_Urb_23-1460,"hd:E, mixed, obs:Normal"
IL2022-9944,SI_Urb_23-1461,"hd:E, obs:Normal"
IL2022-17844,SI_Urb_23-1462,"hd:N, obs:Fair"
IL2022-9035,SI_Urb_23-1463,"hd:N, bearded, obs:Good"
IL2022-5060,SI_Urb_23-1464,"hd:L, obs:Normal"
IL2022-21535,SI_Urb_23-1465,"hd:N, obs:Normal"
IL2022-19520,SI_Urb_23-1466,"hd:N, obs:Normal"
IL2022-15419,SI_Urb_23-1467,"hd:E, obs:Normal"
IL2022F4S-20505,SI_Urb_23-1468,"hd:N, obs:Good"
IL2022F4S-8701,SI_Urb_23-1469,"hd:E, obs:Normal"
IL2022F3S-22701,SI_Urb_23-147,obs:Poor
IL2022F4S-13804,SI_Urb_23-1470,"hd:E, obs:Fair"
IL2022F4S-11506,SI_Urb_23-1471,"hd:N, obs:Normal"
IL2022F4S-10204,SI_Urb_23-1472,"hd:N, obs:Normal"
IL2022F4S-9501,SI_Urb_23-1473,"hd:E, obs:Normal"
IL2022F4S-11703,SI_Urb_23-1474,"hd:N, obs:Good"
IL2022F3S-22302,SI_Urb_23-1475,"hd:L, obs:Poor"
IL2022F4S-3701,SI_Urb_23-1476,"hd:N, obs:Poor"
IL2022F3S-21701,SI_Urb_23-1477,"hd:E, obs:Fair"
IL2022F4S-9309,SI_Urb_23-1478,"hd:N, obs:Fair"
IL2022F3S-23402,SI_Urb_23-1479,"hd:E, obs:Good"
IL2022F4S-5203,SI_Urb_23-148,obs:Normal
IL2022F4S-11602,SI_Urb_23-1480,"hd:E, obs:Normal"
IL2022F4S-11203,SI_Urb_23-1481,"hd:N, obs:Good"
IL2022F4S-9601,SI_Urb_23-1482,"hd:E, obs:Fair"
IL2022F4S-18101,SI_Urb_23-1483,"hd:N, obs:Poor"
IL2022F4S-16502,SI_Urb_23-1484,"hd:N, obs:Poor"
IL2022F4S-14204,SI_Urb_23-1485,"hd:N, obs:Normal"
IL2022F4S-11303,SI_Urb_23-1486,"hd:L, obs:Normal"
IL2022F4S-11707,SI_Urb_23-1487,"hd:N, obs:Normal"
IL2022F4S-1102,SI_Urb_23-1488,"hd:L, obs:Normal"
IL2022F4S-14201,SI_Urb_23-1489,"hd:N, obs:Normal"
IL2022F4S-18904,SI_Urb_23-149,obs:Fair
IL2022F3S-22902,SI_Urb_23-1490,"hd:E, obs:Fair"
IL2022F4S-14904,SI_Urb_23-1491,"hd:E, obs:Fair"
IL2022F4S-6801,SI_Urb_23-1492,"hd:N, obs:Normal"
IL2022F4S-19603,SI_Urb_23-1493,"hd:N, obs:Normal"
IL2022F4S-4902,SI_Urb_23-1494,"hd:N, obs:Fair"
IL2022F4S-16401,SI_Urb_23-1495,"hd:E, obs:Normal"
IL2022F3S-24502,SI_Urb_23-1496,"hd:N, obs:Normal"
IL2022F4S-11802,SI_Urb_23-1497,"hd:N, obs:Normal"
IL2022F4S-18002,SI_Urb_23-1498,"hd:L, obs:Poor"
IL2022F4S-2601,SI_Urb_23-1499,"hd:E, obs:Normal"
IL2022-8616,SI_Urb_23-15,"hd:E, see down row, obs:Normal"
IL2022F4S-13305,SI_Urb_23-150,"hd:L, obs:Normal"
IL2022F4S-14202,SI_Urb_23-1500,"hd:N, obs:Normal"
IL2022F4S-20003,SI_Urb_23-1501,"hd:N, obs:Normal"
IL2022F4S-19702,SI_Urb_23-1502,"hd:N, obs:Normal"
IL2022F4S-21101,SI_Urb_23-1503,"hd:E, obs:Poor"
IL2022F4S-11706,SI_Urb_23-1504,"hd:E, obs:Fair"
IL2022F4S-20101,SI_Urb_23-1505,"hd:L, obs:Normal"
IL2022F4S-19002,SI_Urb_23-1506,"hd:N, obs:Normal"
IL2022F4S-14804,SI_Urb_23-1507,"hd:N, obs:Fair"
IL2022F4S-15505,SI_Urb_23-1508,"hd:N, obs:Fair"
IL2022F4S-3303,SI_Urb_23-1509,"hd:N, obs:Poor"
IL2022F4S-21202,SI_Urb_23-151,"hd:E, obs:Good"
IL2022-5948,SI_Urb_23-1510,"hd:E, obs:Poor"
IL2022-19446,SI_Urb_23-1511,"hd:N, obs:Normal"
IL2022-16566,SI_Urb_23-1512,"hd:N, obs:Normal"
IL2022-414,SI_Urb_23-1513,"hd:N, obs:Normal"
IL2022-3013,SI_Urb_23-1514,"hd:N, obs:Normal"
IL2022-1675,SI_Urb_23-1515,"hd:E, obs:Fair"
IL2022-5578,SI_Urb_23-1516,"hd:E, obs:Normal"
IL2022-17471,SI_Urb_23-1517,"hd:N, obs:Normal"
IL2022-3265,SI_Urb_23-1518,"hd:N, obs:Fair"
IL2022-15564,SI_Urb_23-1519,"hd:E, obs:Fair"
IL2022F4S-12001,SI_Urb_23-152,obs:Excellent 
IL2022-11306,SI_Urb_23-1520,"hd:N, obs:Poor"
IL2022-23344,SI_Urb_23-1521,"hd:E, obs:Normal"
IL2022-17208,SI_Urb_23-1522,"hd:N, obs:Normal"
IL2022-13824,SI_Urb_23-1523,"hd:N, segregating , obs:Normal"
IL2022-23823,SI_Urb_23-1524,"hd:N, obs:Fair"
IL2022-16961,SI_Urb_23-1525,"hd:N, obs:Poor"
IL2022-21633,SI_Urb_23-1526,"hd:L, obs:Normal"
IL2022-8033,SI_Urb_23-1527,"hd:N, obs:Normal"
IL2022-4127,SI_Urb_23-1528,"hd:N, obs:Fair"
IL2022-11220,SI_Urb_23-1529,"hd:N, obs:Normal"
IL2022F4S-4404,SI_Urb_23-153,obs:Poor
IL2022-15947,SI_Urb_23-1530,"hd:N, obs:Poor"
IL2022-17322,SI_Urb_23-1531,"hd:N, obs:Normal"
IL2022-13776,SI_Urb_23-1532,"hd:N, bearded, obs:Normal"
IL2022-5263,SI_Urb_23-1533,"hd:N, obs:Fair"
IL2022-4133,SI_Urb_23-1534,"hd:N, obs:Poor"
IL2022-10744,SI_Urb_23-1535,"hd:N, obs:Fair"
IL2022-3450,SI_Urb_23-1536,"hd:N, obs:Normal"
IL2022F4S-210010,SI_Urb_23-154,"hd:L, obs:Good"
IL2022F4S-12401,SI_Urb_23-155,obs:Fair
IL2022F4S-16103,SI_Urb_23-156,"hd:L, obs:Normal"
IL2022F4S-10201,SI_Urb_23-157,obs:Good
IL2022F4S-10205,SI_Urb_23-158,obs:Fair
IL2022F4S-9701,SI_Urb_23-159,obs:Fair
IL2022-18908,SI_Urb_23-16,"hd:N, obs:Poor"
IL2022F4S-809,SI_Urb_23-160,obs:Good
IL2022F4S-15401,SI_Urb_23-161,"hd:E, obs:Good"
IL2022F4S-19801,SI_Urb_23-162,"hd:L, obs:Poor"
IL2022F3S-23601,SI_Urb_23-163,"hd:E, obs:Good"
IL2022F4S-10904,SI_Urb_23-164,"hd:L, obs:Good"
IL2022-20959,SI_Urb_23-165,obs:Good
IL2022-19508,SI_Urb_23-166,"lots of heads, obs:Poor"
IL2022-7323,SI_Urb_23-167,"hd:E, obs:Fair"
IL2022-3429,SI_Urb_23-168,obs:Normal
IL2022-13613,SI_Urb_23-169,obs:Normal
IL2022-11938,SI_Urb_23-17,"hd:N, bearded, obs:Fair"
IL2022-15520,SI_Urb_23-170,obs:Good
IL2022-7110,SI_Urb_23-171,obs:Good
IL2022-5543,SI_Urb_23-172,"hd:E, obs:Poor"
IL2022-7174,SI_Urb_23-173,"hd:E, obs:Fair"
IL2022-22629,SI_Urb_23-174,obs:Fair
IL2022-13060,SI_Urb_23-175,"hd:E, obs:Fair"
IL2022-5834,SI_Urb_23-176,obs:Normal
IL2022-15360,SI_Urb_23-177,obs:Fair
IL2022-4441,SI_Urb_23-178,obs:Good
IL2022-12067,SI_Urb_23-179,hd:E
IL2022-24061,SI_Urb_23-18,"hd:N, obs:Good"
IL2022-12650,SI_Urb_23-180,"hd:E, freeze damage, tall, obs:Fair"
IL2022-18823,SI_Urb_23-181,obs:Fair
IL2022-15043,SI_Urb_23-182,obs:Good
IL2022-24171,SI_Urb_23-183,obs:Fair
IL2022-10834,SI_Urb_23-184,obs:Fair
IL2022-15733,SI_Urb_23-185,obs:Good
IL2022-6268,SI_Urb_23-186,"hd:E, segregating, obs:Fair"
IL2022-11818,SI_Urb_23-187,obs:Fair
IL2022-19542,SI_Urb_23-188,obs:Fair
IL2022-2178,SI_Urb_23-189,obs:Normal
IL2022-5537,SI_Urb_23-19,"hd:L, obs:Fair"
IL2022-13739,SI_Urb_23-190,obs:Normal
IL2022-4044,SI_Urb_23-191,obs:Good
IL2022-13476,SI_Urb_23-192,obs:Normal
IL2022-19937,SI_Urb_23-193,obs:Good
IL2022-14913,SI_Urb_23-194,obs:Poor
IL2022-11457,SI_Urb_23-195,obs:Fair
IL2022-16572,SI_Urb_23-196,obs:Good
IL2022-11527,SI_Urb_23-197,"hd:E, obs:Excellent "
IL2022-6330,SI_Urb_23-198,"hd:E, obs:Good"
IL2022-6160,SI_Urb_23-199,"mixed, obs:Poor"
IL2022-15802,SI_Urb_23-2,
IL2022-13172,SI_Urb_23-20,"hd:E, seg, obs:Good"
IL2022-24039,SI_Urb_23-200,obs:Normal
IL2022-3418,SI_Urb_23-201,obs:Poor
IL2022-2604,SI_Urb_23-202,"uniform, obs:Good"
IL2022-6839,SI_Urb_23-203,obs:Normal
IL2022-4228,SI_Urb_23-204,obs:Poor
IL2022-21130,SI_Urb_23-205,"hd:E, obs:Fair"
IL2022-14949,SI_Urb_23-206,obs:Poor
IL2022-15630,SI_Urb_23-207,"hd:E, obs:Good"
IL2022-11918,SI_Urb_23-208,"looks good, obs:Good"
IL2022-9624,SI_Urb_23-209,"hd:E, obs:Normal"
IL2022-3439,SI_Urb_23-21,"hd:L, obs:Normal"
IL2022-6378,SI_Urb_23-210,obs:Normal
IL2022-2320,SI_Urb_23-211,obs:Fair
IL2022-20305,SI_Urb_23-212,obs:Fair
IL2022-13468,SI_Urb_23-213,obs:Normal
IL2022-4730,SI_Urb_23-214,obs:Normal
IL2022-12028,SI_Urb_23-215,obs:Good
IL2022-3262,SI_Urb_23-216,obs:Good
IL2022-5643,SI_Urb_23-217,obs:Normal
IL2022-10460,SI_Urb_23-218,obs:Normal
IL2022-13915,SI_Urb_23-219,obs:Good
IL2022-15425,SI_Urb_23-22,"hd:L, obs:Good"
IL2022-23210,SI_Urb_23-220,obs:Fair
IL2022F4S-901,SI_Urb_23-221,"hd:L, obs:Normal"
IL2022F4S-6605,SI_Urb_23-222,obs:Normal
IL2022F4S-20002,SI_Urb_23-223,"hd:L, obs:Good"
IL2022F4S-20303,SI_Urb_23-224,"hd:L, obs:Good"
IL2022F4S-12204,SI_Urb_23-225,obs:Normal
IL2022F4S-12807,SI_Urb_23-226,"hd:E, obs:Fair"
IL2022F4S-8806,SI_Urb_23-227,"hd:E, obs:Normal"
IL2022F4S-2202,SI_Urb_23-228,"hd:L, obs:Normal"
IL2022F4S-12504,SI_Urb_23-229,obs:Good
IL2022-5862,SI_Urb_23-23,"hd:E, obs:Fair"
IL2022F4S-9301,SI_Urb_23-230,obs:Normal
IL2022F4S-11502,SI_Urb_23-231,"hd:L, obs:Normal"
IL2022F4S-3011,SI_Urb_23-232,obs:Fair
IL2022F4S-15106,SI_Urb_23-233,obs:Normal
IL2022F4S-14404,SI_Urb_23-234,obs:Fair
IL2022F4S-4501,SI_Urb_23-235,"hd:E, obs:Fair"
IL2022F4S-1407,SI_Urb_23-236,obs:Good
IL2022F4S-7701,SI_Urb_23-237,obs:Fair
IL2022F4S-10703,SI_Urb_23-238,obs:Fair
IL2022F4S-21305,SI_Urb_23-239,obs:Good
IL2022-11324,SI_Urb_23-24,"hd:N, obs:Normal"
IL2022F4S-12507,SI_Urb_23-240,obs:Fair
IL2022F4S-5301,SI_Urb_23-241,obs:Normal
IL2022F4S-9306,SI_Urb_23-242,obs:Normal
IL2022F4S-3206,SI_Urb_23-243,obs:Fair
IL2022F4S-18405,SI_Urb_23-244,"hd:L, obs:Poor"
IL2022F4S-20001,SI_Urb_23-245,obs:Poor
IL2022F3S-22202,SI_Urb_23-246,"hd:L, obs:Good"
IL2022F4S-5303,SI_Urb_23-247,obs:Normal
IL2022F4S-20502,SI_Urb_23-248,obs:Normal
IL2022F4S-13304,SI_Urb_23-249,obs:Normal
IL2022-12203,SI_Urb_23-25,"hd:N, obs:Fair"
IL2022F4S-2401,SI_Urb_23-250,"big heads, high tillering, obs:Fair"
IL2022F4S-19701,SI_Urb_23-251,"hd:L, obs:Good"
IL2022F4S-12804,SI_Urb_23-252,"hd:E, obs:Normal"
IL2022F3S-22102,SI_Urb_23-253,"big flag leaves, obs:Good"
IL2022F4S-9302,SI_Urb_23-254,obs:Fair
IL2022F4S-17402,SI_Urb_23-255,"hd:E, obs:Poor"
IL2022F4S-11304,SI_Urb_23-256,"hd:L, obs:Fair"
IL2022F4S-5703,SI_Urb_23-257,obs:Fair
IL2022F4S-18203,SI_Urb_23-258,obs:Fair
IL2022F4S-5003,SI_Urb_23-259,obs:Fair
IL2022-3110,SI_Urb_23-26,obs:Normal
IL2022F4S-20103,SI_Urb_23-260,obs:Fair
IL2022-5210,SI_Urb_23-261,"hd:E, obs:Fair"
IL2022-16374,SI_Urb_23-262,obs:Normal
IL2022-19927,SI_Urb_23-263,obs:Normal
IL2022-9877,SI_Urb_23-264,obs:Good
IL2022-21879,SI_Urb_23-265,obs:Normal
IL2022-3321,SI_Urb_23-266,obs:Fair
IL2022-11479,SI_Urb_23-267,"hd:E, obs:Poor"
IL2022-13464,SI_Urb_23-268,"many heads, obs:Good"
IL2022-7368,SI_Urb_23-269,obs:Fair
IL2022-20179,SI_Urb_23-27,"hd:N, obs:Fair"
IL2022-12064,SI_Urb_23-270,"hd:E, obs:Poor"
IL2022-2156,SI_Urb_23-271,obs:Fair
IL2022-19869,SI_Urb_23-272,obs:Good
IL2022-11561,SI_Urb_23-273,"hd:E, obs:Excellent "
IL2022-5104,SI_Urb_23-274,"hd:L, obs:Poor"
IL2022-11337,SI_Urb_23-275,"hd:N, high biomass, obs:Poor"
IL2022-21538,SI_Urb_23-276,obs:Poor
IL2022-12730,SI_Urb_23-277,obs:Poor
IL2022-16557,SI_Urb_23-278,obs:Fair
IL2022-16476,SI_Urb_23-279,"hd:L, obs:Fair"
IL2022-20953,SI_Urb_23-28,"hd:N, obs:Fair"
IL2022-5545,SI_Urb_23-280,"hd:E, obs:Excellent "
IL2022-17011,SI_Urb_23-281,"hd:E, obs:Poor"
IL2022-11348,SI_Urb_23-282,"hd:E, obs:Fair"
IL2022-10377,SI_Urb_23-283,"hd:E, obs:Good"
IL2022-8353,SI_Urb_23-284,obs:Fair
IL2022-7713,SI_Urb_23-285,"hd:E, obs:Good"
IL2022-10212,SI_Urb_23-286,"hd:N, obs:Normal"
IL2022-6714,SI_Urb_23-287,"hd:E, obs:Fair"
IL2022-23207,SI_Urb_23-288,obs:Normal
IL2022-8921,SI_Urb_23-289,obs:Normal
IL2022F4S-1901,SI_Urb_23-29,"hd:N, obs:Normal"
IL2022-9272,SI_Urb_23-290,"hd:E, obs:Poor"
IL2022-15539,SI_Urb_23-291,obs:Normal
IL2022-16777,SI_Urb_23-292,obs:Fair
IL2022-552,SI_Urb_23-293,"hd:E, SDR, obs:Good"
IL2022-14924,SI_Urb_23-294,"hd:E, obs:Poor"
IL2022-16979,SI_Urb_23-295,obs:Poor
IL2022-20848,SI_Urb_23-296,obs:Good
IL2022-1521,SI_Urb_23-297,obs:Poor
IL2022-22147,SI_Urb_23-298,"sprawling, obs:Poor"
IL2022-11971,SI_Urb_23-299,"hd:E, obs:Good"
IL2022-7918,SI_Urb_23-3,obs:Good
IL2022F4S-10502,SI_Urb_23-30,"hd:N, obs:Normal"
IL2022-561,SI_Urb_23-300,obs:Poor
IL2022-18573,SI_Urb_23-301,"hd:L, dense, big flag leaf, obs:Normal"
IL2022-22508,SI_Urb_23-302,obs:Normal
IL2022-2544,SI_Urb_23-303,obs:Fair
IL2022-3544,SI_Urb_23-304,obs:Fair
IL2022-9465,SI_Urb_23-305,obs:Poor
IL2022-11349,SI_Urb_23-306,"hd:E, obs:Poor"
IL2022-4524,SI_Urb_23-307,
IL2022-17337,SI_Urb_23-308,"hd:E, obs:Fair"
IL2022-24204,SI_Urb_23-309,obs:Fair
IL2022F4S-15103,SI_Urb_23-31,"hd:N, obs:Fair"
IL2022-10817,SI_Urb_23-310,"hd:E, obs:Good"
IL2022-13138,SI_Urb_23-311,"hd:E, obs:Normal"
IL2022-22341,SI_Urb_23-312,obs:Normal
IL2022-11908,SI_Urb_23-313,obs:Poor
IL2022-13548,SI_Urb_23-314,obs:Normal
IL2022-15713,SI_Urb_23-315,obs:Normal
IL2022-20424,SI_Urb_23-316,"hd:E, obs:Normal"
IL2022F4S-19101,SI_Urb_23-317,obs:Fair
IL2022F4S-14603,SI_Urb_23-318,"hd:L, obs:Poor"
IL2022F4S-8501,SI_Urb_23-319,"hd:N, obs:Fair"
IL2022F4S-4001,SI_Urb_23-32,"hd:N, obs:Fair"
IL2022F4S-1401,SI_Urb_23-320,obs:Good
IL2022F4S-2106,SI_Urb_23-321,obs:Good
IL2022F4S-12302,SI_Urb_23-322,obs:Normal
IL2022F4S-10104,SI_Urb_23-323,"hd:E, obs:Good"
IL2022F4S-13002,SI_Urb_23-324,"hd:E, obs:Normal"
IL2022F4S-9102,SI_Urb_23-325,obs:Normal
IL2022F4S-18503,SI_Urb_23-326,"hd:L, obs:Poor"
IL2022F4S-16004,SI_Urb_23-327,"hd:L, obs:Good"
IL2022F4S-13801,SI_Urb_23-328,obs:Fair
IL2022F4S-10602,SI_Urb_23-329,"hd:L, obs:Good"
IL2022F4S-10003,SI_Urb_23-33,"hd:L, obs:Normal"
IL2022F4S-8001,SI_Urb_23-330,"hd:E, obs:Fair"
IL2022F4S-13103,SI_Urb_23-331,"hd:E, obs:Poor"
IL2022F4S-20106,SI_Urb_23-332,"hd:L, obs:Normal"
IL2022F3S-22703,SI_Urb_23-333,obs:Good
IL2022F4S-8804,SI_Urb_23-334,"hd:E, obs:Good"
IL2022F4S-18702,SI_Urb_23-335,obs:Good
IL2022F4S-8401,SI_Urb_23-336,"hd:E, obs:Fair"
IL2022F4S-6604,SI_Urb_23-337,"hd:L, thick, obs:Good"
IL2022F4S-1503,SI_Urb_23-338,"hd:E, obs:Normal"
IL2022F4S-11804,SI_Urb_23-339,obs:Fair
IL2022F4S-20203,SI_Urb_23-34,"hd:N, obs:Normal"
IL2022F4S-14802,SI_Urb_23-340,obs:Fair
IL2022F4S-21008,SI_Urb_23-341,obs:Fair
IL2022F3S-21704,SI_Urb_23-342,"hd:E, high tillering, big spikes, obs:Fair"
IL2022F4S-1002,SI_Urb_23-343,obs:Fair
IL2022F4S-13903,SI_Urb_23-344,obs:Normal
IL2022F4S-8103,SI_Urb_23-345,"hd:E, obs:Normal"
IL2022F4S-3202,SI_Urb_23-346,"hd:L, obs:Normal"
IL2022F4S-20701,SI_Urb_23-347,obs:Good
IL2022F4S-12508,SI_Urb_23-348,"hd:E, obs:Good"
IL2022F3S-22903,SI_Urb_23-349,"hd:L, obs:Normal"
IL2022F4S-8904,SI_Urb_23-35,"hd:L, obs:Good"
IL2022F4S-2102,SI_Urb_23-350,obs:Good
IL2022F4S-19303,SI_Urb_23-351,"hd:N, obs:Good"
IL2022F4S-15701,SI_Urb_23-352,obs:Normal
IL2022F4S-18402,SI_Urb_23-353,"hd:L, obs:Good"
IL2022F4S-9506,SI_Urb_23-354,obs:Normal
IL2022F4S-3401,SI_Urb_23-355,"sprawling, obs:Fair"
IL2022F4S-21004,SI_Urb_23-356,obs:Good
IL2022-12935,SI_Urb_23-357,"hd:E, obs:Normal"
IL2022-2503,SI_Urb_23-358,obs:Good
