"","germplasmName","predicted.value","std.error","status","trait","study","rel"
"70","2020-9801",95.1295598313763,4.10055838146292,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"71","2020-9945",96.6447853932689,4.44986964452355,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"72","20PU-0001",95.638580271161,4.28906207551941,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"73","21PU-0015",91.7718865546591,4.45865379127854,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"74","21PU-0026",95.411566497353,4.42638653066036,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"75","21PU-0030",90.843671096886,3.99991395486918,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"76","21PU-0033",90.9107647015179,3.68851124758023,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"77","21PU-0040",93.8001155898211,4.44827918612282,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"78","21PU-0042",88.3665569507828,4.23879618528609,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"79","21PU-0046",97.9782539811868,4.48957518441757,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"80","21PU-0051",95.994938529461,4.68456814448751,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"81","21PU-0058",99.6413450576877,4.22492456042815,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"82","21PU-0071",95.1668047115831,4.43454323381807,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"83","21PU-0072",93.9546594436747,4.49606638014923,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"84","21PU-0104",92.3247456636628,4.2268433126349,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"85","21PU-0154",100.533454421112,3.76053345298464,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"86","21PU-0163",97.0301138543195,4.0919193793557,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"87","21PU-0165",90.8928216457261,3.62928292344495,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"88","21PU-0176",88.9669885824614,4.42692871020779,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"89","21PU-0183",98.5634723084533,4.17592710517786,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"90","21PU-0185",95.4066679461511,3.61813490754471,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"91","21PU-0280",100.03832258393,3.79544775755344,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"92","21PU-0282",102.568099913224,4.17353620425512,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"93","21PU-0285",105.684368467746,4.49918916759283,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"94","21PU-0286",101.751624094392,4.16952547541291,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"95","21PU-0288",110.489605521789,4.51053832278474,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"96","21PU-0291",98.7038034264249,4.07228215299601,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"97","21PU-0292",102.886308423802,4.20847186757116,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"98","21PU-0293",106.027330130257,3.52728236254048,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"99","21PU-0294",104.191913689669,3.62049301497858,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"100","21PU-0298",101.695222416222,4.38090551897591,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"101","21PU-0344",97.219355517575,3.80327847628604,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"102","21PU-0467",108.112620629028,3.5911402339053,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"103","21PU-0502",97.1225993942859,4.37572629156736,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"104","21PU-0507",99.9169509595957,4.13066521049918,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"105","21PU-0524",90.3923708096284,4.23627917561077,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"106","21PU-0532",94.600362801076,3.17038993980412,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"107","21PU-0561",99.2644080857544,4.29222528850173,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"108","21PU-0645",95.6256236160876,4.47674901284514,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"109","21PU-0648",98.2730129303265,4.57188238580312,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"110","21PU-0673",94.6798818024261,3.70554129376973,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"111","21PU-0674",95.9279808416397,4.22586102103274,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"112","2201",99.2068884521536,3.64223014166109,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"113","2202",107.479100047998,3.70884232177654,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"114","2203",102.012345216427,3.80492175173513,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"115","2204",105.441937543576,3.34980158849349,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"116","2205",99.5806626922199,3.76468167803905,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"117","2206",103.486329337282,3.53635748866164,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"118","2207",106.426200778316,3.39100999817787,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"119","2208",107.725754046997,3.99850770069996,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"120","2209",106.666897876541,3.75543217627666,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"121","2210",98.7401492734158,3.53848534084371,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"122","2211",104.500674474318,3.55697056748514,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"123","2212",106.800195828906,3.9694543085973,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"124","2213",97.690022857115,3.83994512269324,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"125","2214",98.8415696232574,4.24658490254015,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"126","2215",99.6142866485938,4.46972893651265,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"127","2216",103.900908384517,4.50235464530287,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"128","2217",102.418502869206,4.10653018496627,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"129","2218",106.137252330197,4.2180470088115,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"130","2219",102.403706294193,4.29546661530655,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"131","2220",97.8944955690381,4.25407393755994,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"132","2221",107.35974981885,4.4823932743674,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"133","2222",99.3164616139301,4.37418880765818,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"134","2223",112.130429665039,4.74203802797188,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"135","2224",104.950505840658,4.81669374192954,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"136","2225",100.712439966751,4.03318989163552,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"137","2226",99.7411574590329,4.40065054583264,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"138","2227",108.721503674356,4.43648987109841,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"139","2228",99.240847366103,4.30686198582375,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"140","2229",102.076824970601,4.19524967077536,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"141","2230",109.65623209729,4.14509835784694,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"142","2231",108.579994103075,4.10923316999893,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"143","2232",96.0035739853453,4.38468593173996,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"144","2233",109.709400274933,4.45689651585094,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"145","2234",98.8377552160791,4.26066374655975,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"146","2235",98.6476742612444,4.07003444042836,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"147","2236",104.584206436104,4.32529327128916,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"148","2237",101.32649029139,4.34771672146109,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"149","2238",109.070685255049,4.20980308564681,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"150","2239",96.0850382210494,4.47867942868342,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"151","2240",112.682527809983,4.47694747660614,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"152","2241",109.52140617734,4.26138785600174,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"153","2242",96.5278797315184,4.12667587422802,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"154","2243",98.9508990359747,4.70341531214882,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"155","2244",117.605318606885,4.36973721877645,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"156","2245",94.55841097088,4.34522753064243,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"157","2246",113.514195131058,4.40945474789399,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"158","2247",101.419086054276,4.66651165074804,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"159","2248",110.212414319816,4.33917175298418,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"160","2249",102.943290017504,4.01367609110326,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"161","2250",99.1389307223905,4.08141476978795,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"162","2251",99.389584654286,4.15172019592806,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"163","2252",100.044442784344,4.0960517064789,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"164","2253",95.270748376171,4.55702371650861,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"165","2254",97.9582963160807,4.36888460280336,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"166","2255",102.64860841582,4.47598745441472,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"167","2256",99.1924458099757,4.74463307100195,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"168","2257",102.793883205562,4.44484017715928,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"169","2258",97.4941268585746,4.56514431684597,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"170","2259",97.3407866851322,4.31059252759078,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"171","2260",97.006671584785,4.3616413307285,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"172","2261",109.304107617962,4.10222352719217,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"173","2262",102.845554456627,4.50359606795943,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"174","2263",109.355162035639,3.98512794836828,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"175","22PU-1001",108.333082185713,4.2908913099819,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"176","22PU-1002",100.052372090501,4.40623046437323,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"177","22PU-1020",101.534751502762,4.40627995403835,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"178","22PU-1022",81.9019817246843,4.26649899344102,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"179","22PU-1033",85.7824313937046,4.24631665483842,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"180","22PU-1075",89.6224193248725,4.60281012889774,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"181","22PU-1076",88.4272709097817,3.689406235928,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"182","22PU-1122",99.2962752214203,4.29034972667062,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"183","22PU-1182",92.2543644927679,4.49828092257436,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"184","22PU-1188",75.8767338777332,4.28415777915611,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"185","22PU-1227",89.1365779447309,4.67259226906928,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"186","22PU-1385",90.6349705677566,4.43075643604499,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"187","22PU-3012",93.434641011227,4.44201487209025,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"188","22PU-3027",105.452164184851,4.09536331357373,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"189","22PU-3048",90.8375607446145,4.257737312081,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"190","22PU-3054",96.1255490228635,3.64158696651077,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"191","22PU-3055",86.9760364454708,4.43121538103987,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"192","22PU-3057",93.6154009686677,3.52454863361452,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"193","22PU-3070",92.1365488042535,3.96130942642597,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"194","22PU-3071",97.0546747536746,3.68165746258154,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"195","22PU-3081",102.050804682604,4.0679581358329,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"196","22PU-3086",96.9058462916138,4.69731767928787,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"197","22PU-3107",97.2869704626339,3.48028228218712,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"198","22PU-3108",106.784505540166,4.65006966481091,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"199","22PU-3109",99.0330397516338,4.42915703361981,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"200","22PU-3110",101.626118713267,4.05646532165317,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"201","22PU-3112",94.4203006328121,4.20346268056284,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"202","22PU-3117",88.2565542067016,4.41994066385262,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"203","22PU-3123",91.7584902776256,3.47899202965905,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"204","22PU-3152",99.4154576334981,4.1047306485992,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"205","22PU-3153",93.515408962342,4.74463168031466,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"206","22PU-3157",103.678271507574,4.44533140992286,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"207","22PU-3166",88.5510963909517,4.26373325331527,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"208","22PU-3248",105.67065038421,3.86673398319411,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"209","22PU-3251",91.0445572740752,4.31983980412697,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"210","22PU-3262",97.4987899382161,3.36993428976077,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"211","22PU-3304",91.9409284318046,4.06839855475943,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"212","22PU-3425",87.5577044867173,4.39328248395359,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"213","22PU-3447",95.4770199764972,4.26528881201959,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"214","22PU-3451",100.228078304712,3.66904027257514,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"215","22PU-3456",97.5696663662444,4.31036289144077,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"216","22PU-3473",88.8410175066078,4.20719667336198,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"217","AgriMAXX505",104.223874047805,3.53117007020197,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"218","Hilliard",110.084281726661,3.97079886700196,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"219","MI16R0720",104.647908948274,3.49787680044371,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"220","MI17R0357",108.538163536097,3.66141035645296,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"221","NY11014-9-25-1319",101.554363207681,3.62545990754468,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"222","NY12006-2-1-7",93.8962707438904,3.63374386448995,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"223","NY12007-2-4-13-1381",95.6647604248461,3.57210083230565,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"224","NY12300-1-6-07-1436",100.378299113775,3.83033821421118,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"225","NY12302-2-14-01-1441",108.493746787623,3.79901292302806,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"226","NY12302-2-14-08-1442",104.229117216459,3.6299933327536,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
"227","NY12308-1-18-09-1449",97.4589253212737,3.40213697180307,"Estimable","Grain.yield...bu.ac","Big6_Fra_23",0.703457364498072
