,germplasmName,Weight..lb.,observationUnitName,notes,Decision,purdy pedigree
1022,IL2022F4S-12301,4.53,SI_Urb_23-438,obs:Fair,1,14-28444/P0762A1-2-8//15-4957
1023,IL2022F4S-12302,4.33,SI_Urb_23-322,obs:Normal,1,14-28444/P0762A1-2-8//15-4957
1024,IL2022F4S-12303,6.1,SI_Urb_23-533,obs:Normal,1,14-28444/P0762A1-2-8//15-4957
1026,IL2022F4S-12305,4.67,SI_Urb_23-718,obs:Fair,1,14-28444/P0762A1-2-8//15-4957
1027,IL2022F4S-12401,5.3,SI_Urb_23-155,obs:Fair,1,14-DC-64-95-118/MO080104//12-26004
1028,IL2022F4S-12402,5.65,SI_Urb_23-924,"hd:N, obs:Fair",1,14-DC-64-95-118/MO080104//12-26004
1030,IL2022F4S-12406,4.94,SI_Urb_23-737,"hd:L, obs:Fair",1,14-DC-64-95-118/MO080104//12-26004
1032,IL2022F4S-12409,5.2,SI_Urb_23-535,"hd:L, obs:Fair",1,14-DC-64-95-118/MO080104//12-26004
1033,IL2022F4S-12501,6.61,SI_Urb_23-1396,"hd:E, obs:Excellent ",1,14-DC-64-95-118/MO080104//12-8512
1034,IL2022F4S-12502,5.88,SI_Urb_23-1106,"hd:N, obs:Normal",1,14-DC-64-95-118/MO080104//12-8512
1036,IL2022F4S-12504,4.84,SI_Urb_23-229,obs:Good,1,14-DC-64-95-118/MO080104//12-8512
1037,IL2022F4S-12505,5.85,SI_Urb_23-931,"hd:L, obs:Normal",1,14-DC-64-95-118/MO080104//12-8512
1038,IL2022F4S-12506,6.07,SI_Urb_23-1288,"hd:N, obs:Normal",1,14-DC-64-95-118/MO080104//12-8512
1039,IL2022F4S-12507,4.84,SI_Urb_23-240,obs:Fair,1,14-DC-64-95-118/MO080104//12-8512
1040,IL2022F4S-12508,6.48,SI_Urb_23-348,"hd:E, obs:Good",1,14-DC-64-95-118/MO080104//12-8512
1041,IL2022F4S-12509,5.3,SI_Urb_23-835,"hd:N, obs:Normal",1,14-DC-64-95-118/MO080104//12-8512
1042,IL2022F4S-12601,4.42,SI_Urb_23-433,obs:Normal,1,14-DC-64-95-118/P0762A1-2-8//16-10427
1043,IL2022F4S-12603,5.91,SI_Urb_23-516,obs:Good,1,14-DC-64-95-118/P0762A1-2-8//16-10427
1044,IL2022F4S-12604,5.72,SI_Urb_23-702,obs:Good,1,14-DC-64-95-118/P0762A1-2-8//16-10427
1045,IL2022F4S-12606,4.7,SI_Urb_23-733,"hd:N, obs:Good",1,14-DC-64-95-118/P0762A1-2-8//16-10427
1046,IL2022F4S-12701,6.6,SI_Urb_23-1107,"hd:N, obs:Good",1,OH14-112-34/12-26004//16-11226
1047,IL2022F4S-12702,6.05,SI_Urb_23-1012,"hd:N, obs:Normal",1,OH14-112-34/12-26004//16-11226
1048,IL2022F4S-12801,5.07,SI_Urb_23-821,"hd:E, obs:Fair",1,OH14-112-34/12-26004//17-23868
1049,IL2022F4S-12803,4.25,SI_Urb_23-731,"hd:E, obs:Normal",1,OH14-112-34/12-26004//17-23868
1050,IL2022F4S-12804,4.85,SI_Urb_23-252,"hd:E, obs:Normal",1,OH14-112-34/12-26004//17-23868
1051,IL2022F4S-12805,4.51,SI_Urb_23-1002,"hd:E, obs:Normal",1,OH14-112-34/12-26004//17-23868
1052,IL2022F4S-12806,5.77,SI_Urb_23-425,"hd:E, obs:Good",1,OH14-112-34/12-26004//17-23868
1053,IL2022F4S-12807,4.46,SI_Urb_23-226,"hd:E, obs:Fair",1,OH14-112-34/12-26004//17-23868
1054,IL2022F4S-12808,7.44,SI_Urb_23-929,"hd:E, obs:Normal",1,OH14-112-34/12-26004//17-23868
1055,IL2022F4S-12901,4.19,SI_Urb_23-799,"hd:N, obs:Normal",1,OH14-112-34/14-DC-64-95-118//16-11226
1056,IL2022F4S-13001,6.14,SI_Urb_23-1296,"hd:N, obs:Normal",1,OH14-112-34/16-36048//16-28802
1057,IL2022F4S-13002,5.21,SI_Urb_23-324,"hd:E, obs:Normal",1,OH14-112-34/16-36048//16-28802
1058,IL2022F4S-1302,4.02,SI_Urb_23-808,"hd:N, obs:Normal",1,15-2639/17-23868
1059,IL2022F4S-1303,4,SI_Urb_23-621,"hd:E, obs:Normal",1,15-2639/17-23868
1060,IL2022F4S-13101,4.46,SI_Urb_23-1209,"hd:N, obs:Normal",1,OH14-112-34/16-36048//17-23868
1061,IL2022F4S-13102,5.4,SI_Urb_23-711,obs:Good,1,OH14-112-34/16-36048//17-23868
1063,IL2022F4S-13104,6.28,SI_Urb_23-1017,"hd:N, obs:Good",1,OH14-112-34/16-36048//17-23868
1064,IL2022F4S-13105,4.56,SI_Urb_23-1217,"hd:N, obs:Fair",1,OH14-112-34/16-36048//17-23868
1065,IL2022F4S-13106,6.49,SI_Urb_23-1298,"hd:E, obs:Normal",1,OH14-112-34/16-36048//17-23868
1066,IL2022F4S-13107,4.28,SI_Urb_23-636,obs:Fair,1,OH14-112-34/16-36048//17-23868
1067,IL2022F4S-13201,6,SI_Urb_23-1004,"hd:N, obs:Normal",1,OH14-112-34/16-36048//17-8620
1068,IL2022F4S-13202,5.32,SI_Urb_23-826,"hd:N, obs:Normal",1,OH14-112-34/16-36048//17-8620
1069,IL2022F4S-13203,5.7,SI_Urb_23-1096,"hd:E, obs:Fair",1,OH14-112-34/16-36048//17-8620
1071,IL2022F4S-13302,4.49,SI_Urb_23-814,"hd:E, obs:Fair",1,15-30529/OH14-112-72//12-26004
1072,IL2022F4S-13303,7.36,SI_Urb_23-1119,"hd:N, obs:Excellent ",1,15-30529/OH14-112-72//12-26004
1073,IL2022F4S-13304,5.02,SI_Urb_23-249,obs:Normal,1,15-30529/OH14-112-72//12-26004
1074,IL2022F4S-13305,5.14,SI_Urb_23-150,"hd:L, obs:Normal",1,15-30529/OH14-112-72//12-26004
1075,IL2022F4S-13401,4.78,SI_Urb_23-423,obs:Fair,1,15-30529/OH14-112-72//17-7976
1076,IL2022F4S-13402,5.85,SI_Urb_23-1087,"hd:N, obs:Good",1,15-30529/OH14-112-72//17-7976
1077,IL2022F4S-13501,3.99,SI_Urb_23-611,obs:Fair,1,15-30529/LES15-1066//16-10427
1078,IL2022F4S-13502,5.51,SI_Urb_23-1191,"hd:L, obs:Normal",1,15-30529/LES15-1066//16-10427
1079,IL2022F4S-13503,5.04,SI_Urb_23-811,"hd:L, obs:Normal",1,15-30529/LES15-1066//16-10427
1082,IL2022F4S-13701,4.86,SI_Urb_23-627,"hd:E, obs:Good",1,15-30529/LES15-1066//17-7976
1083,IL2022F4S-13801,5.31,SI_Urb_23-328,obs:Fair,1,OH14-112-72/12-26004//17-23868
1084,IL2022F4S-13802,4.39,SI_Urb_23-904,"hd:E, obs:Good",1,OH14-112-72/12-26004//17-23868
1085,IL2022F4S-13803,5.15,SI_Urb_23-1207,"hd:E, obs:Fair",1,OH14-112-72/12-26004//17-23868
1086,IL2022F4S-13804,5.47,SI_Urb_23-1470,"hd:E, obs:Fair",1,OH14-112-72/12-26004//17-23868
1087,IL2022F4S-13805,7.44,SI_Urb_23-1194,"hd:N, obs:Good",1,OH14-112-72/12-26004//17-23868
1088,IL2022F4S-13806,7.31,SI_Urb_23-902,"hd:N, obs:Good",1,OH14-112-72/12-26004//17-23868
1089,IL2022F4S-13807,5.18,SI_Urb_23-446,obs:Good,1,OH14-112-72/12-26004//17-23868
1091,IL2022F4S-13902,5.97,SI_Urb_23-1022,"hd:N, obs:Normal",1,OH14-112-72/14-DC-64-95-118//12-26004
1092,IL2022F4S-13903,5.26,SI_Urb_23-344,obs:Normal,1,OH14-112-72/14-DC-64-95-118//12-26004
1093,IL2022F4S-13904,3.92,SI_Urb_23-725,"hd:N, obs:Normal",1,OH14-112-72/14-DC-64-95-118//12-26004
1094,IL2022F4S-14001,6.76,SI_Urb_23-1213,"hd:N, obs:Normal",1,OH14-112-72/14-DC-64-95-118//12-8512
1095,IL2022F4S-14002,4.1,SI_Urb_23-1184,"hd:L, obs:Good",1,OH14-112-72/14-DC-64-95-118//12-8512
1096,IL2022F4S-14003,3.99,SI_Urb_23-447,obs:Normal,1,OH14-112-72/14-DC-64-95-118//12-8512
1097,IL2022F4S-1401,4.66,SI_Urb_23-320,obs:Good,1,15-2639/17-23904
1098,IL2022F4S-1402,4.23,SI_Urb_23-927,"hd:N, obs:Normal",1,15-2639/17-23904
1099,IL2022F4S-1404,5.25,SI_Urb_23-1215,"hd:E, obs:Fair",1,15-2639/17-23904
1100,IL2022F4S-1407,6,SI_Urb_23-236,obs:Good,1,15-2639/17-23904
1102,IL2022F4S-14102,4.86,SI_Urb_23-427,obs:Fair,1,OH14-112-72/14-DC-64-95-118//17-23904
1103,IL2022F4S-14103,6.68,SI_Urb_23-1188,"hd:N, obs:Normal",1,OH14-112-72/14-DC-64-95-118//17-23904
1106,IL2022F4S-14201,5.16,SI_Urb_23-1489,"hd:N, obs:Normal",1,OH14-112-72/14-DC-64-95-118//17-8620
1107,IL2022F4S-14202,7.04,SI_Urb_23-1500,"hd:N, obs:Normal",1,OH14-112-72/14-DC-64-95-118//17-8620
1108,IL2022F4S-14203,6.34,SI_Urb_23-1308,"hd:L, obs:Normal",1,OH14-112-72/14-DC-64-95-118//17-8620
1109,IL2022F4S-14204,7.57,SI_Urb_23-1485,"hd:N, obs:Normal",1,OH14-112-72/14-DC-64-95-118//17-8620
1110,IL2022F4S-14301,4.23,SI_Urb_23-644,obs:Fair,1,OH14-112-72/16-21764//17-12172
1111,IL2022F4S-14302,5.14,SI_Urb_23-142,obs:Good,1,OH14-112-72/16-21764//17-12172
1112,IL2022F4S-14303,5.78,SI_Urb_23-1091,"hd:N, obs:Normal",1,OH14-112-72/16-21764//17-12172
1113,IL2022F4S-14401,4.73,SI_Urb_23-610,obs:Normal,1,16-21764/MO080104//17-23868
1114,IL2022F4S-14402,4.1,SI_Urb_23-520,obs:Normal,1,16-21764/MO080104//17-23868
1115,IL2022F4S-14403,5.58,SI_Urb_23-518,obs:Good,1,16-21764/MO080104//17-23868
1116,IL2022F4S-14404,4.31,SI_Urb_23-234,obs:Fair,1,16-21764/MO080104//17-23868
1117,IL2022F4S-14405,6.26,SI_Urb_23-1190,"hd:L, obs:Normal",1,16-21764/MO080104//17-23868
1118,IL2022F4S-14501,5.4,SI_Urb_23-127,"hd:L, obs:Good",1,16-21764/MO080104//17-7976
1119,IL2022F4S-14505,5.63,SI_Urb_23-901,"hd:N, obs:Normal",1,16-21764/MO080104//17-7976
1120,IL2022F4S-14506,7.2,SI_Urb_23-925,"hd:L, obs:Fair",1,16-21764/MO080104//17-7976
1121,IL2022F4S-14507,3.87,SI_Urb_23-137,"hd:L, obs:Normal",1,16-21764/MO080104//17-7976
1124,IL2022F4S-14605,5.35,SI_Urb_23-1289,"hd:N, obs:Fair",1,16-21776/MO080104//12-8512
1125,IL2022F4S-14702,4.31,SI_Urb_23-631,obs:Fair,1,16-21776/MO080104//17-12172
1126,IL2022F4S-14706,5.08,SI_Urb_23-708,"hd:E, obs:Fair",1,16-21776/MO080104//17-12172
1127,IL2022F4S-14802,4.2,SI_Urb_23-340,obs:Fair,1,16-21776/OH14-112-34//12-26004
1128,IL2022F4S-14804,5.84,SI_Urb_23-1507,"hd:N, obs:Fair",1,16-21776/OH14-112-34//12-26004
1129,IL2022F4S-14805,5.56,SI_Urb_23-1299,"hd:N, obs:Fair",1,16-21776/OH14-112-34//12-26004
1130,IL2022F4S-14807,4.62,SI_Urb_23-994,"hd:E, obs:Fair",1,16-21776/OH14-112-34//12-26004
1131,IL2022F4S-14808,5.53,SI_Urb_23-1010,"hd:N, obs:Fair",1,16-21776/OH14-112-34//12-26004
1132,IL2022F4S-14809,4.98,SI_Urb_23-1210,"hd:E, obs:Normal",1,16-21776/OH14-112-34//12-26004
1133,IL2022F4S-14901,5.83,SI_Urb_23-442,obs:Fair,1,16-36048/OH14-112-72//12-26004
1134,IL2022F4S-14902,4.68,SI_Urb_23-630,obs:Good,1,16-36048/OH14-112-72//12-26004
1136,IL2022F4S-14904,5.84,SI_Urb_23-1491,"hd:E, obs:Fair",1,16-36048/OH14-112-72//12-26004
1137,IL2022F4S-14905,5.5,SI_Urb_23-1208,"hd:E, obs:Fair",1,16-36048/OH14-112-72//12-26004
1138,IL2022F4S-14906,4.99,SI_Urb_23-641,"hd:E, obs:Good",1,16-36048/OH14-112-72//12-26004
1140,IL2022F4S-15003,4.87,SI_Urb_23-1186,"hd:N, obs:Good",1,P0762A1-2-8/15-2639//16-19346
1141,IL2022F4S-1501,4.49,SI_Urb_23-807,"hd:N, obs:Normal",1,15-27270/12-8512
1142,IL2022F4S-1502,4.28,SI_Urb_23-624,obs:Normal,1,15-27270/12-8512
1143,IL2022F4S-1503,5.54,SI_Urb_23-338,"hd:E, obs:Normal",1,15-27270/12-8512
1144,IL2022F4S-1504,6.8,SI_Urb_23-1385,"hd:E, obs:Normal",1,15-27270/12-8512
1146,IL2022F4S-15101,4.24,SI_Urb_23-815,"hd:N, obs:Fair",1,16-36048/LES15-1066//12-26004
1148,IL2022F4S-15103,5.09,SI_Urb_23-31,"hd:N, obs:Fair",1,16-36048/LES15-1066//12-26004
1152,IL2022F4S-15201,3.75,SI_Urb_23-1279,"hd:E, obs:Fair",1,16-36048/LES15-1066//16-10427
1153,IL2022F4S-15202,5.42,SI_Urb_23-1013,"hd:E, obs:Fair",1,16-36048/LES15-1066//16-10427
1154,IL2022F4S-15203,5.04,SI_Urb_23-635,"hd:E, obs:Fair",1,16-36048/LES15-1066//16-10427
1156,IL2022F4S-15301,5.4,SI_Urb_23-1390,"hd:N, obs:Fair",1,16-36048/LES15-1066//16-32772
1157,IL2022F4S-15302,4.48,SI_Urb_23-422,obs:Fair,1,16-36048/LES15-1066//16-32772
1158,IL2022F4S-15303,3.56,SI_Urb_23-41,"hd:L, obs:Normal",1,16-36048/LES15-1066//16-32772
1159,IL2022F4S-15304,4.73,SI_Urb_23-1398,"hd:N, obs:Normal",1,16-36048/LES15-1066//16-32772
1160,IL2022F4S-15305,5.94,SI_Urb_23-922,"hd:N, obs:Fair",1,16-36048/LES15-1066//16-32772
1162,IL2022F4S-15401,4.49,SI_Urb_23-161,"hd:E, obs:Good",1,16Ae358USDA/ND)/IL12-26004//17-23868
1163,IL2022F4S-15402,5.52,SI_Urb_23-1377,"hd:N, obs:Fair",1,16Ae358USDA/ND)/IL12-26004//17-23868
1164,IL2022F4S-15501,5.34,SI_Urb_23-991,"hd:E, obs:Normal",1,16Ae358USDA/ND)/IL12-26004//17-8620
1165,IL2022F4S-15502,4.5,SI_Urb_23-543,obs:Fair,1,16Ae358USDA/ND)/IL12-26004//17-8620
1166,IL2022F4S-15503,5.67,SI_Urb_23-1218,"hd:N, obs:Normal",1,16Ae358USDA/ND)/IL12-26004//17-8620
1167,IL2022F4S-15504,4.61,SI_Urb_23-510,obs:Normal,1,16Ae358USDA/ND)/IL12-26004//17-8620
1168,IL2022F4S-15505,6.17,SI_Urb_23-1508,"hd:N, obs:Fair",1,16Ae358USDA/ND)/IL12-26004//17-8620
1169,IL2022F4S-15506,4.64,SI_Urb_23-628,obs:Fair,1,16Ae358USDA/ND)/IL12-26004//17-8620
1170,IL2022F4S-15601,5.46,SI_Urb_23-1116,"hd:L, obs:Fair",1,16Ae358USDA/ND)/IL12-26004//P0762A1-2-8/16-8048
1171,IL2022F4S-15701,4.97,SI_Urb_23-352,obs:Normal,1,16Ae358USDA/ND)/IL14-28307//16-37107
1172,IL2022F4S-157010,5.07,SI_Urb_23-141,obs:Good,1,16Ae358USDA/ND)/IL14-28307//16-37107
1173,IL2022F4S-157011,5.39,SI_Urb_23-1404,"hd:E, obs:Normal",1,16Ae358USDA/ND)/IL14-28307//16-37107
1175,IL2022F4S-15704,6.25,SI_Urb_23-1220,"hd:N, obs:Normal",1,16Ae358USDA/ND)/IL14-28307//16-37107
1176,IL2022F4S-15705,5.83,SI_Urb_23-1284,"hd:L, obs:Fair",1,16Ae358USDA/ND)/IL14-28307//16-37107
1177,IL2022F4S-15706,5.38,SI_Urb_23-798,"hd:L, obs:Normal",1,16Ae358USDA/ND)/IL14-28307//16-37107
1178,IL2022F4S-15707,4.76,SI_Urb_23-434,"hd:E, obs:Normal",1,16Ae358USDA/ND)/IL14-28307//16-37107
1179,IL2022F4S-15708,6.31,SI_Urb_23-836,"hd:N, obs:Fair",1,16Ae358USDA/ND)/IL14-28307//16-37107
1180,IL2022F4S-15709,5.58,SI_Urb_23-1198,"hd:N, obs:Normal",1,16Ae358USDA/ND)/IL14-28307//16-37107
1181,IL2022F4S-15801,5.13,SI_Urb_23-820,"hd:E, obs:Good",1,16Ae358USDA/ND)/IL14-DC-64-95-118//17-23868
1182,IL2022F4S-15802,6.12,SI_Urb_23-1305,"hd:N, obs:Normal",1,16Ae358USDA/ND)/IL14-DC-64-95-118//17-23868
1183,IL2022F4S-15803,4.65,SI_Urb_23-1303,"hd:N, late, obs:Normal",1,16Ae358USDA/ND)/IL14-DC-64-95-118//17-23868
1184,IL2022F4S-15804,6.34,SI_Urb_23-1088,"hd:E, obs:Good",1,16Ae358USDA/ND)/IL14-DC-64-95-118//17-23868
1185,IL2022F4S-15903,5.35,SI_Urb_23-1212,"hd:E, obs:Fair",1,16Ae360USDA/ND)/IL16-8048//16-11226
1186,IL2022F4S-16001,4.89,SI_Urb_23-616,obs:Fair,1,16Ae360USDA/ND)/IL16-8048//17-7976
1187,IL2022F4S-16002,4.53,SI_Urb_23-930,"hd:N, obs:Fair",1,16Ae360USDA/ND)/IL16-8048//17-7976
1188,IL2022F4S-16003,5.99,SI_Urb_23-990,"hd:E, obs:Fair",1,16Ae360USDA/ND)/IL16-8048//17-7976
1189,IL2022F4S-16004,5.62,SI_Urb_23-327,"hd:L, obs:Good",1,16Ae360USDA/ND)/IL16-8048//17-7976
1190,IL2022F4S-16005,4.09,SI_Urb_23-436,"hd:L, obs:Good",1,16Ae360USDA/ND)/IL16-8048//17-7976
1191,IL2022F4S-16006,6.13,SI_Urb_23-894,"hd:N, obs:Fair",1,16Ae360USDA/ND)/IL16-8048//17-7976
1192,IL2022F4S-1602,4.63,SI_Urb_23-432,"hd:E, obs:Fair",1,15-27270/15-4957
1193,IL2022F4S-16101,3.64,SI_Urb_23-440,"hd:L, obs:Good",1,16Ae362USDA/ND)/IL07-2072816-28753
1194,IL2022F4S-16103,3.89,SI_Urb_23-156,"hd:L, obs:Normal",1,16Ae362USDA/ND)/IL07-2072816-28753
1195,IL2022F4S-16104,3.97,SI_Urb_23-997,"hd:N, obs:Fair",1,16Ae362USDA/ND)/IL07-2072816-28753
1196,IL2022F4S-16106,5.42,SI_Urb_23-1285,"hd:E, obs:Good",1,16Ae362USDA/ND)/IL07-2072816-28753
1197,IL2022F4S-16201,3.64,SI_Urb_23-51,"hd:L, pale green , obs:Fair",1,07-4415/16-33067//17-8620
1198,IL2022F4S-16401,7.19,SI_Urb_23-1495,"hd:E, obs:Normal",1,P0762A1-2-8/15-30529//12-26004
1199,IL2022F4S-16501,3.92,SI_Urb_23-1185,"hd:E, obs:Fair",1,P0762A1-2-8/15-30529//12-8512
1201,IL2022F4S-16801,4.63,SI_Urb_23-416,"hd:L, obs:Good",1,P0762A1-2-8/16-8048//17-23904
1202,IL2022F4S-17002,6.74,SI_Urb_23-1093,"hd:N, obs:Excellent ",1,P0762A1-2-8/16-21764//12-8512
1203,IL2022F4S-17004,3.55,SI_Urb_23-547,"hd:L, obs:Normal",1,P0762A1-2-8/16-21764//12-8512
1205,IL2022F4S-17302,4.88,SI_Urb_23-1115,"hd:N, obs:Normal",1,P0762A1-2-8/16-36048//17-12172
1207,IL2022F4S-17401,3.63,SI_Urb_23-727,"hd:N, obs:Fair",1,P0762A1-2-8/16-36048//17-23904
1209,IL2022F4S-17601,3.91,SI_Urb_23-1382,"hd:N, obs:Fair",1,LES15-1066/12-26004//17-12172
1212,IL2022F4S-17605,6.65,SI_Urb_23-914,"hd:L, obs:Fair",1,LES15-1066/12-26004//17-12172
1213,IL2022F4S-17701,3.53,SI_Urb_23-413,obs:Fair,1,LES15-1066/12-26004//17-23868
1214,IL2022F4S-17901,5.11,SI_Urb_23-53,"hd:N, obs:Good",1,LES15-1066/12-26004//P0762A1-2-8/15-30529
1215,IL2022F4S-17902,3.94,SI_Urb_23-132,"hd:L, obs:Fair",1,LES15-1066/12-26004//P0762A1-2-8/15-30529
1216,IL2022F4S-17903,3.63,SI_Urb_23-1201,"hd:N, obs:Fair",1,LES15-1066/12-26004//P0762A1-2-8/15-30529
1217,IL2022F4S-18001,4.44,SI_Urb_23-512,obs:Normal,1,LES15-1066/14-DC-64-95-118//17-23904
1219,IL2022F4S-1802,5.89,SI_Urb_23-1281,"hd:N, obs:Good",1,15-27270/16-11226
1221,IL2022F4S-18103,5.08,SI_Urb_23-812,"hd:N, obs:Fair",1,LES15-1066/14-DC-64-95-118//17-8620
1222,IL2022F4S-18104,4.7,SI_Urb_23-541,obs:Normal,1,LES15-1066/14-DC-64-95-118//17-8620
1223,IL2022F4S-18201,6.75,SI_Urb_23-1372,"hd:N, obs:Normal",1,LES15-1066/16-21764//16-11226
1224,IL2022F4S-18202,6.23,SI_Urb_23-1293,"hd:N, obs:Normal",1,LES15-1066/16-21764//16-11226
1225,IL2022F4S-18203,4.63,SI_Urb_23-258,obs:Fair,1,LES15-1066/16-21764//16-11226
1227,IL2022F4S-18301,5.35,SI_Urb_23-1027,"hd:N, obs:Fair",1,LES15-1066/16-21764//17-7976
1228,IL2022F4S-18401,6.62,SI_Urb_23-1401,"hd:N, obs:Normal",1,LES15-1066/16-21764//16Ae358USDA/ND)/IL12-26004
1229,IL2022F4S-18402,4.53,SI_Urb_23-353,"hd:L, obs:Good",1,LES15-1066/16-21764//16Ae358USDA/ND)/IL12-26004
1230,IL2022F4S-18403,3.8,SI_Urb_23-721,"hd:L, obs:Good",1,LES15-1066/16-21764//16Ae358USDA/ND)/IL12-26004
1231,IL2022F4S-18404,6.05,SI_Urb_23-1387,"hd:N, obs:Normal",1,LES15-1066/16-21764//16Ae358USDA/ND)/IL12-26004
1233,IL2022F4S-18501,7.13,SI_Urb_23-1025,"hd:L, obs:Normal",1,LES15-1066/16-21764//P0762A1-2-8/16-36048
1237,IL2022F4S-18505,4.71,SI_Urb_23-524,"hd:L, obs:Good",1,LES15-1066/16-21764//P0762A1-2-8/16-36048
1238,IL2022F4S-18506,6.1,SI_Urb_23-921,"hd:L, obs:Good",1,LES15-1066/16-21764//P0762A1-2-8/16-36048
1239,IL2022F4S-18601,4.03,SI_Urb_23-714,obs:Good,1,MO080104/16-36048//16-11226
1240,IL2022F4S-18701,3.84,SI_Urb_23-736,"hd:L, obs:Normal",1,MSFRSF2_21
1241,IL2022F4S-18702,5.38,SI_Urb_23-335,obs:Good,1,MSFRSF2_21
1242,IL2022F4S-18703,5.74,SI_Urb_23-1028,"hd:L, obs:Good",1,MSFRSF2_21
1244,IL2022F4S-18706,4.81,SI_Urb_23-819,"hd:L, obs:Good",1,MSFRSF2_21
1245,IL2022F4S-18707,4.7,SI_Urb_23-801,"hd:L, obs:Good",1,MSFRSF2_21
1246,IL2022F4S-18708,4.88,SI_Urb_23-67,"hd:L, obs:Normal",1,MSFRSF2_21
1247,IL2022F4S-18801,4.27,SI_Urb_23-810,"hd:N, obs:Fair",1,MSFRSF2_21
1248,IL2022F4S-18904,3.54,SI_Urb_23-149,obs:Fair,1,MSFRSF2_21
1249,IL2022F4S-19001,5.46,SI_Urb_23-834,"hd:N, obs:Good",1,MSFRSF2_21
1250,IL2022F4S-19002,5.56,SI_Urb_23-1506,"hd:N, obs:Normal",1,MSFRSF2_21
1251,IL2022F4S-19003,4.89,SI_Urb_23-715,obs:Normal,1,MSFRSF2_21
1252,IL2022F4S-19004,5.11,SI_Urb_23-1381,"hd:N, obs:Fair",1,MSFRSF2_21
1253,IL2022F4S-1901,4.67,SI_Urb_23-29,"hd:N, obs:Normal",1,15-27270/17-23868
1255,IL2022F4S-1904,4.51,SI_Urb_23-424,obs:Normal,1,15-27270/17-23868
1258,IL2022F4S-19204,5.63,SI_Urb_23-920,"hd:E, obs:Normal",1,MSFRSF2_21
1259,IL2022F4S-19301,5.52,SI_Urb_23-905,"hd:N, obs:Good",1,MSFRSF2_21
1260,IL2022F4S-19302,4.75,SI_Urb_23-816,"hd:L, late, obs:Normal",1,MSFRSF2_21
1261,IL2022F4S-19303,4.64,SI_Urb_23-351,"hd:N, obs:Good",1,MSFRSF2_21
1262,IL2022F4S-19304,6.64,SI_Urb_23-1395,"hd:L, late, obs:Normal",1,MSFRSF2_21
1263,IL2022F4S-19305,6.58,SI_Urb_23-1406,"hd:N, obs:Normal",1,MSFRSF2_21
1264,IL2022F4S-19306,4.91,SI_Urb_23-527,obs:Good,1,MSFRSF2_21
1265,IL2022F4S-19307,6.4,SI_Urb_23-992,"hd:N, obs:Normal",1,MSFRSF2_21
1266,IL2022F4S-19308,4.8,SI_Urb_23-545,obs:Good,1,MSFRSF2_21
1267,IL2022F4S-19309,6.35,SI_Urb_23-911,"hd:N, obs:Normal",1,MSFRSF2_21
1268,IL2022F4S-19402,4.61,SI_Urb_23-1124,"hd:N, obs:Normal",1,MSFRSF2_21
1270,IL2022F4S-19501,4.2,SI_Urb_23-532,obs:Good,1,MSFRSF2_21
1271,IL2022F4S-19503,4.74,SI_Urb_23-1090,"hd:N, obs:Fair",1,MSFRSF2_21
1272,IL2022F4S-19601,4.4,SI_Urb_23-1009,"hd:N, obs:Normal",1,MSFRSF2_21
1273,IL2022F4S-19603,4.8,SI_Urb_23-1493,"hd:N, obs:Normal",1,MSFRSF2_21
1274,IL2022F4S-19604,4.63,SI_Urb_23-923,"hd:N, obs:Fair",1,MSFRSF2_21
1275,IL2022F4S-19701,4.81,SI_Urb_23-251,"hd:L, obs:Good",1,MSFRSF2_21
1276,IL2022F4S-19702,7.73,SI_Urb_23-1502,"hd:N, obs:Normal",1,MSFRSF2_21
1277,IL2022F4S-19703,7.01,SI_Urb_23-1306,"hd:N, obs:Good",1,MSFRSF2_21
1278,IL2022F4S-19704,5.34,SI_Urb_23-42,"hd:L, obs:Excellent ",1,MSFRSF2_21
1279,IL2022F4S-19705,4.68,SI_Urb_23-128,obs:Fair,1,MSFRSF2_21
1280,IL2022F4S-19706,5.39,SI_Urb_23-908,"hd:L, obs:Normal",1,MSFRSF2_21
1281,IL2022F4S-19707,6.68,SI_Urb_23-428,obs:Good,1,MSFRSF2_21
1282,IL2022F4S-19708,6.79,SI_Urb_23-896,"hd:N, obs:Normal",1,MSFRSF2_21
1283,IL2022F4S-19709,5.31,SI_Urb_23-1379,"hd:N, obs:Normal",1,MSFRSF2_21
1287,IL2022F4S-19903,6.81,SI_Urb_23-1205,"hd:N, obs:Fair",1,MSFRSF2_21
1289,IL2022F4S-20002,5,SI_Urb_23-223,"hd:L, obs:Good",1,MSFRSF2_21
1290,IL2022F4S-20003,6.69,SI_Urb_23-1501,"hd:N, obs:Normal",1,MSFRSF2_21
1292,IL2022F4S-2002,5.15,SI_Urb_23-906,"hd:N, obs:Good",1,15-27270/17-23904
1293,IL2022F4S-2003,5.69,SI_Urb_23-1286,"hd:N, obs:Fair",1,15-27270/17-23904
1294,IL2022F4S-20101,7.52,SI_Urb_23-1505,"hd:L, obs:Normal",1,MSFRSF2_21
1295,IL2022F4S-20102,3.88,SI_Urb_23-542,obs:Fair,1,MSFRSF2_21
1297,IL2022F4S-20104,7.44,SI_Urb_23-1407,"hd:N, obs:Normal",1,MSFRSF2_21
1298,IL2022F4S-20105,3.64,SI_Urb_23-136,"hd:L, obs:Good",1,MSFRSF2_21
